,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
78856,8325,8325.0,17.77,36.0,debt_consolidation,20.75,MO,RENT,2000.0,665.0,7.0,7676.0,0.0,0.0
48412,14000,14000.0,13.11,36.0,debt_consolidation,8.12,CA,OWN,10416.67,730.0,4.0,4776.0,0.0,7.0
60192,9000,9000.0,10.16,36.0,debt_consolidation,3.98,MD,MORTGAGE,6000.0,705.0,6.0,5659.0,0.0,7.0
97275,16000,16000.0,13.11,36.0,credit_card,17.61,GA,MORTGAGE,6083.33,680.0,13.0,15148.0,0.0,2.0
103218,15200,13694.22,11.14,36.0,credit_card,14.5,AZ,MORTGAGE,7916.67,760.0,7.0,217827.0,2.0,6.0
39722,24000,24000.0,10.65,36.0,debt_consolidation,14.8,CA,RENT,3750.0,725.0,5.0,24708.0,0.0,10.0
54880,16450,16450.0,15.31,36.0,debt_consolidation,11.66,OH,MORTGAGE,6666.67,685.0,8.0,12697.0,3.0,9.0
81508,7500,7500.0,12.12,36.0,home_improvement,26.56,NH,MORTGAGE,5000.0,710.0,8.0,9047.0,1.0,10.0
98671,4750,4750.0,22.47,36.0,debt_consolidation,24.45,UT,RENT,1333.33,665.0,9.0,4752.0,2.0,0.0
80765,6500,6500.0,7.9,36.0,debt_consolidation,12.56,AR,RENT,6750.0,720.0,17.0,33229.0,0.0,8.0
103835,5500,5450.0,18.67,60.0,debt_consolidation,17.71,NY,RENT,1750.0,660.0,6.0,4492.0,6.0,2.0
59041,9600,9600.0,6.03,36.0,home_improvement,7.52,AL,MORTGAGE,6250.0,750.0,7.0,765.0,0.0,0.0
62747,12000,11975.0,12.12,36.0,major_purchase,31.34,NY,OWN,4166.67,710.0,21.0,28703.0,2.0,3.0
34051,2000,2000.0,7.51,36.0,other,16.73,CA,RENT,1500.0,730.0,5.0,2925.0,0.0,4.0
99360,18000,18000.0,24.89,60.0,moving,14.88,VT,RENT,4000.0,665.0,10.0,7377.0,3.0,8.0
79126,5825,5825.0,12.12,36.0,home_improvement,4.0,AR,OWN,3750.0,690.0,4.0,5643.0,0.0,1.0
103249,2500,2500.0,15.31,36.0,home_improvement,22.81,VA,RENT,2530.0,670.0,7.0,5276.0,6.0,0.0
43700,7200,7200.0,19.91,60.0,other,2.0,NY,RENT,5500.0,660.0,13.0,2130.0,0.0,9.0
83155,8000,8000.0,14.33,36.0,other,11.85,MD,RENT,3941.58,670.0,15.0,9660.0,0.0,2.0
16446,25000,24675.0,20.77,60.0,home_improvement,19.12,TX,MORTGAGE,6000.0,665.0,17.0,12757.0,2.0,10.0
84110,2500,2500.0,14.09,36.0,medical,20.95,NY,RENT,2666.67,665.0,9.0,15787.0,0.0,
2807,20000,2050.0,12.84,36.0,home_improvement,1.49,MI,MORTGAGE,3500.0,750.0,6.0,1954.0,5.0,2.0
94386,6250,6250.0,13.11,36.0,debt_consolidation,28.61,CT,RENT,1779.17,720.0,19.0,7455.0,1.0,3.0
49074,12375,12375.0,13.67,36.0,debt_consolidation,22.42,KS,MORTGAGE,2083.33,680.0,8.0,12226.0,0.0,3.0
88558,18000,18000.0,10.16,36.0,debt_consolidation,16.71,NY,MORTGAGE,6666.67,685.0,16.0,19850.0,1.0,6.0
31714,3300,3300.0,6.99,36.0,other,20.04,IL,RENT,3333.33,760.0,10.0,0.0,2.0,1.0
68991,21000,21000.0,18.49,60.0,other,16.4,TX,MORTGAGE,8833.33,700.0,11.0,29293.0,0.0,1.0
75034,24575,24575.0,16.29,36.0,debt_consolidation,19.6,GA,MORTGAGE,5250.0,695.0,8.0,20858.0,2.0,10.0
4532,5000,4900.0,7.74,36.0,other,14.4,OH,RENT,5166.67,750.0,8.0,15489.0,1.0,10.0
67649,20000,20000.0,16.29,36.0,debt_consolidation,23.59,MI,MORTGAGE,5833.33,680.0,14.0,12696.0,1.0,0.0
34983,13250,13250.0,6.62,36.0,debt_consolidation,28.64,IL,MORTGAGE,5750.0,750.0,12.0,7174.0,3.0,8.0
4168,10000,9975.0,8.59,36.0,major_purchase,2.85,PA,MORTGAGE,10167.0,790.0,9.0,16.0,3.0,10.0
13020,20000,19950.0,10.75,36.0,debt_consolidation,11.37,NY,RENT,8416.67,740.0,10.0,12283.0,0.0,3.0
28402,10000,10000.0,8.49,36.0,debt_consolidation,13.58,FL,MORTGAGE,4166.67,715.0,8.0,8455.0,0.0,10.0
82112,12000,12000.0,12.12,36.0,debt_consolidation,14.66,FL,MORTGAGE,5000.0,710.0,11.0,13235.0,2.0,2.0
74368,8000,7950.0,7.9,36.0,home_improvement,12.54,IL,MORTGAGE,3500.0,725.0,8.0,6834.0,2.0,5.0
5838,11000,10950.0,8.94,36.0,credit_card,22.38,AK,MORTGAGE,4200.0,760.0,6.0,8694.0,4.0,7.0
24085,12500,12425.0,7.49,36.0,debt_consolidation,14.07,MD,RENT,8237.5,730.0,15.0,13261.0,0.0,6.0
102519,7500,0.0,11.03,36.0,credit_card,11.41,AL,MORTGAGE,3750.0,685.0,15.0,5148.0,7.0,6.0
85220,4825,4825.0,10.16,36.0,debt_consolidation,14.89,UT,RENT,2400.0,705.0,14.0,6109.0,1.0,1.0
29422,7550,7550.0,16.89,36.0,other,21.94,AL,RENT,2880.0,670.0,2.0,1989.0,1.0,8.0
12751,8000,7827.03,14.35,36.0,other,20.35,NY,RENT,4000.0,675.0,7.0,2082.0,0.0,4.0
96028,6000,6000.0,14.09,36.0,debt_consolidation,15.72,KS,RENT,5083.33,670.0,11.0,10373.0,0.0,4.0
104202,8000,8000.0,15.57,60.0,major_purchase,2.38,IL,RENT,5291.67,700.0,4.0,1252.0,6.0,5.0
10096,3000,3000.0,14.59,36.0,debt_consolidation,24.2,IL,MORTGAGE,5000.0,665.0,6.0,5527.0,1.0,5.0
51445,8000,7997.79,16.29,36.0,debt_consolidation,15.76,NY,RENT,3750.0,665.0,8.0,7374.0,1.0,6.0
30184,8400,8400.0,5.99,36.0,credit_card,8.7,TX,OWN,3000.0,750.0,6.0,6215.0,0.0,2.0
48402,35000,35000.0,14.65,36.0,medical,12.2,MA,MORTGAGE,14166.67,720.0,7.0,103354.0,0.0,8.0
50781,15000,15000.0,7.9,36.0,credit_card,21.54,NY,OWN,5000.0,730.0,8.0,21555.0,0.0,2.0
8378,7500,7475.0,10.99,36.0,home_improvement,7.51,TX,MORTGAGE,7083.33,800.0,9.0,2245.0,7.0,8.0
16672,24000,23665.54,9.62,60.0,debt_consolidation,17.41,DC,RENT,7695.08,805.0,6.0,1502.0,0.0,9.0
56643,21000,20975.0,20.5,60.0,debt_consolidation,18.42,NY,MORTGAGE,8083.33,680.0,11.0,31080.0,2.0,5.0
65889,6000,6000.0,7.62,36.0,debt_consolidation,9.33,CA,RENT,8315.67,730.0,8.0,6239.0,0.0,2.0
18439,4500,4500.0,6.91,36.0,major_purchase,0.58,MD,MORTGAGE,65000.0,725.0,7.0,3015.0,4.0,7.0
79217,29000,29000.0,17.77,36.0,debt_consolidation,15.7,MA,RENT,7666.67,695.0,11.0,23319.0,0.0,2.0
83672,20000,20000.0,15.31,36.0,debt_consolidation,27.35,CA,RENT,5250.0,690.0,11.0,11343.0,1.0,6.0
97016,7000,7000.0,10.16,36.0,debt_consolidation,10.76,IL,MORTGAGE,4341.67,695.0,11.0,13638.0,0.0,7.0
16867,5000,4950.0,10.36,36.0,other,0.51,NJ,RENT,2916.67,715.0,2.0,165.0,2.0,3.0
73664,6000,6000.0,17.27,36.0,debt_consolidation,6.91,IL,MORTGAGE,4025.67,665.0,6.0,6652.0,2.0,5.0
42222,10000,10000.0,15.27,36.0,wedding,4.02,IL,RENT,4480.0,670.0,9.0,7614.0,2.0,1.0
24026,3200,3200.0,17.49,36.0,other,1.37,AR,RENT,2917.0,665.0,4.0,1427.0,1.0,0.0
68139,23000,23000.0,17.77,36.0,debt_consolidation,25.84,MD,MORTGAGE,6625.0,685.0,17.0,19870.0,1.0,3.0
101715,5000,1750.04,11.54,36.0,other,10.36,NY,RENT,3416.67,670.0,17.0,15301.0,7.0,1.0
32974,3000,3000.0,12.69,36.0,debt_consolidation,3.12,CA,RENT,2083.33,715.0,3.0,844.0,0.0,3.0
19091,12000,11975.0,10.74,60.0,debt_consolidation,17.63,VA,RENT,3500.0,715.0,11.0,18808.0,0.0,5.0
57072,20000,19975.0,13.99,60.0,debt_consolidation,31.2,NY,RENT,4166.67,720.0,9.0,8810.0,0.0,6.0
82788,1200,1200.0,15.8,36.0,debt_consolidation,27.14,MI,RENT,2166.67,665.0,9.0,9076.0,1.0,3.0
33093,8000,8000.0,6.62,36.0,credit_card,4.9,FL,MORTGAGE,3000.0,780.0,5.0,6084.0,1.0,
28534,10000,9975.0,16.49,60.0,credit_card,17.7,IL,MORTGAGE,5416.67,705.0,10.0,41329.0,0.0,10.0
22444,11000,11000.0,13.06,36.0,other,22.42,NC,MORTGAGE,7916.67,690.0,9.0,34314.0,1.0,0.0
95117,18000,18000.0,16.29,36.0,credit_card,17.62,CA,MORTGAGE,5250.0,670.0,11.0,9379.0,1.0,5.0
30817,24000,23975.0,17.49,60.0,small_business,8.96,OR,RENT,5000.0,705.0,4.0,323.0,1.0,10.0
84180,8000,7925.0,18.75,60.0,other,9.92,WA,MORTGAGE,5002.33,675.0,7.0,8421.0,1.0,10.0
35299,6000,6000.0,11.71,36.0,other,21.45,MI,RENT,3100.0,685.0,18.0,10426.0,0.0,2.0
99867,35000,34950.0,17.27,36.0,debt_consolidation,22.74,CA,RENT,6750.0,675.0,15.0,24626.0,1.0,10.0
16487,1000,750.0,10.36,36.0,renewable_energy,0.0,GA,MORTGAGE,1800.0,730.0,2.0,0.0,1.0,0.0
84283,10000,10000.0,15.31,36.0,credit_card,27.71,CA,RENT,3750.0,680.0,19.0,19385.0,1.0,3.0
83786,6000,6000.0,15.8,36.0,medical,7.94,NY,RENT,5000.0,670.0,7.0,14784.0,1.0,10.0
85172,4000,4000.0,6.03,36.0,car,13.03,CA,RENT,2916.67,750.0,7.0,2860.0,0.0,5.0
41190,20000,20000.0,11.71,60.0,debt_consolidation,10.98,IL,MORTGAGE,5416.67,745.0,10.0,20836.0,0.0,10.0
102580,3500,690.34,14.12,36.0,medical,10.19,IA,OTHER,3750.0,655.0,8.0,9771.0,4.0,10.0
57127,24000,24000.0,19.99,60.0,debt_consolidation,3.48,AZ,RENT,8333.33,690.0,8.0,8224.0,1.0,5.0
70843,8000,8000.0,14.09,36.0,debt_consolidation,14.31,CA,RENT,3500.0,690.0,7.0,5074.0,2.0,4.0
73060,12000,12000.0,6.62,36.0,credit_card,13.88,MA,MORTGAGE,7125.0,775.0,15.0,20639.0,1.0,5.0
88845,17600,17600.0,8.9,36.0,debt_consolidation,16.58,CO,MORTGAGE,4166.67,750.0,8.0,235.0,1.0,8.0
1031,5000,512.46,12.92,36.0,debt_consolidation,16.29,CA,RENT,3333.0,665.0,11.0,14244.0,2.0,2.0
14556,8000,8000.0,18.67,60.0,educational,5.56,CA,RENT,2500.0,660.0,5.0,5770.0,2.0,6.0
8549,10000,9850.0,9.88,36.0,debt_consolidation,17.04,KY,MORTGAGE,4500.0,730.0,8.0,6948.0,2.0,4.0
61042,16800,16800.0,6.62,36.0,debt_consolidation,3.87,SC,OWN,16083.33,800.0,5.0,13470.0,1.0,8.0
13096,6500,6450.0,10.38,60.0,home_improvement,6.86,KY,MORTGAGE,2738.67,755.0,10.0,2345.0,1.0,8.0
70987,35000,35000.0,7.9,36.0,home_improvement,20.7,TX,MORTGAGE,12083.33,790.0,10.0,28864.0,0.0,10.0
70752,9950,9950.0,14.33,36.0,debt_consolidation,4.19,NJ,MORTGAGE,4800.0,685.0,9.0,5038.0,1.0,5.0
35935,5000,5000.0,9.91,36.0,debt_consolidation,28.77,OH,RENT,3166.67,750.0,3.0,0.0,1.0,
68413,10000,10000.0,19.05,60.0,debt_consolidation,28.39,FL,RENT,3726.67,695.0,23.0,10067.0,2.0,5.0
74613,6000,6000.0,13.11,36.0,debt_consolidation,19.97,PA,MORTGAGE,5833.33,685.0,6.0,5523.0,1.0,1.0
82673,35000,35000.0,7.9,36.0,debt_consolidation,20.27,VA,MORTGAGE,12083.33,770.0,15.0,35242.0,0.0,10.0
56341,5600,5600.0,7.9,36.0,debt_consolidation,16.54,FL,RENT,1916.67,705.0,8.0,3373.0,0.0,5.0
32601,17000,17000.0,7.9,36.0,small_business,6.43,NJ,RENT,6250.0,795.0,4.0,1352.0,3.0,6.0
25674,15000,15000.0,12.99,60.0,debt_consolidation,17.45,NY,RENT,5666.67,715.0,13.0,10855.0,0.0,3.0
73376,3000,3000.0,11.14,36.0,small_business,1.7,NY,MORTGAGE,7750.0,685.0,7.0,874.0,0.0,10.0
89741,12000,12000.0,17.77,36.0,credit_card,9.86,MA,RENT,3083.33,665.0,10.0,4390.0,0.0,4.0
33667,25000,25000.0,14.27,36.0,debt_consolidation,14.59,MA,MORTGAGE,9000.0,705.0,11.0,22364.0,3.0,7.0
88438,31075,31050.0,20.49,36.0,credit_card,26.18,MA,OWN,6000.0,660.0,20.0,27221.0,2.0,10.0
77788,4750,4750.0,14.33,60.0,debt_consolidation,23.48,SC,RENT,1500.0,740.0,11.0,1687.0,3.0,0.0
40131,6400,6375.0,11.71,36.0,credit_card,14.88,VA,RENT,4166.67,680.0,7.0,15055.0,0.0,1.0
36163,25000,25000.0,9.91,36.0,debt_consolidation,15.38,FL,RENT,5500.0,730.0,9.0,11395.0,0.0,3.0
52543,5000,4975.0,6.03,36.0,major_purchase,6.43,PA,MORTGAGE,12083.33,785.0,10.0,792.0,0.0,5.0
27201,12000,12000.0,11.99,60.0,home_improvement,4.3,GA,MORTGAGE,3583.33,755.0,5.0,3942.0,2.0,2.0
60064,20000,20000.0,19.72,36.0,debt_consolidation,13.74,VA,MORTGAGE,7965.0,665.0,18.0,18809.0,1.0,7.0
39439,10000,10000.0,15.96,36.0,debt_consolidation,13.09,CA,RENT,4416.67,665.0,9.0,23870.0,1.0,10.0
98321,9750,9750.0,20.49,36.0,other,10.55,WA,RENT,3033.33,660.0,13.0,8688.0,1.0,4.0
61683,10000,10000.0,14.09,36.0,debt_consolidation,15.02,RI,MORTGAGE,6000.0,685.0,13.0,8178.0,0.0,8.0
101987,3000,2057.84,10.46,36.0,small_business,4.34,IL,OWN,4350.0,680.0,3.0,8414.0,4.0,10.0
81939,25000,25000.0,19.72,60.0,debt_consolidation,1.31,MN,MORTGAGE,5666.67,700.0,6.0,92.0,0.0,10.0
9885,5000,5000.0,14.22,36.0,other,18.73,CA,MORTGAGE,8583.0,670.0,9.0,8097.0,1.0,1.0
19235,6500,6500.0,5.79,36.0,credit_card,22.84,TX,MORTGAGE,6400.0,730.0,11.0,7435.0,0.0,8.0
73893,8325,8325.0,15.31,36.0,debt_consolidation,15.22,NY,RENT,2916.67,670.0,13.0,7171.0,0.0,4.0
65788,20000,20000.0,15.31,60.0,small_business,13.94,FL,MORTGAGE,8333.33,710.0,15.0,22246.0,0.0,10.0
70001,12000,12000.0,12.12,36.0,credit_card,20.32,AL,MORTGAGE,5166.67,710.0,9.0,10054.0,1.0,4.0
14243,9500,9475.0,10.38,60.0,small_business,13.64,NM,MORTGAGE,5000.0,755.0,10.0,46358.0,0.0,10.0
16597,12000,11862.38,5.79,60.0,debt_consolidation,22.13,WI,MORTGAGE,4166.67,780.0,12.0,14464.0,1.0,10.0
14355,7200,7200.0,11.49,60.0,debt_consolidation,16.78,CA,RENT,2944.0,715.0,11.0,5459.0,0.0,6.0
85461,8500,8500.0,10.16,36.0,credit_card,11.23,NV,MORTGAGE,6091.83,710.0,18.0,10568.0,0.0,3.0
76503,17475,17475.0,19.05,60.0,debt_consolidation,22.95,IL,MORTGAGE,4583.33,685.0,13.0,15852.0,3.0,10.0
71743,10000,10000.0,12.12,36.0,home_improvement,13.49,TX,MORTGAGE,3113.83,690.0,9.0,6634.0,0.0,4.0
66429,18000,17975.0,22.47,60.0,house,1.92,FL,RENT,4583.33,660.0,6.0,4243.0,3.0,7.0
18916,4800,4775.0,5.42,36.0,medical,20.17,NH,MORTGAGE,7466.83,785.0,19.0,13461.0,2.0,4.0
40840,5000,5000.0,7.9,36.0,wedding,16.44,NC,MORTGAGE,2298.75,720.0,10.0,12346.0,0.0,10.0
49985,20000,19925.0,12.12,36.0,credit_card,10.32,TX,RENT,3750.0,720.0,6.0,15762.0,0.0,2.0
91018,12300,12300.0,15.31,36.0,debt_consolidation,19.26,OH,MORTGAGE,5000.0,710.0,13.0,4460.0,2.0,10.0
46016,28000,27950.0,22.78,60.0,debt_consolidation,10.29,LA,MORTGAGE,6125.0,675.0,11.0,18101.0,2.0,5.0
20772,1675,1675.0,11.11,36.0,debt_consolidation,4.81,CA,RENT,2080.0,690.0,4.0,1466.0,0.0,3.0
7006,7500,7500.0,17.04,36.0,car,4.92,CA,RENT,4000.0,685.0,3.0,8398.0,0.0,7.0
17832,9200,9200.0,12.61,36.0,debt_consolidation,15.42,WI,MORTGAGE,12833.33,675.0,12.0,17391.0,0.0,2.0
82746,8000,8000.0,15.8,36.0,credit_card,10.76,OK,MORTGAGE,4583.33,675.0,13.0,4084.0,3.0,2.0
28147,5000,5000.0,10.99,36.0,moving,23.25,NJ,RENT,2000.0,690.0,8.0,8339.0,0.0,0.0
46059,19125,19125.0,18.25,60.0,other,15.69,CA,OWN,3333.33,690.0,8.0,7858.0,0.0,5.0
29858,5075,5050.0,5.99,36.0,debt_consolidation,20.1,PA,MORTGAGE,5000.0,790.0,9.0,269.0,3.0,3.0
18553,7000,6975.0,9.62,36.0,debt_consolidation,22.69,IL,MORTGAGE,3275.0,710.0,8.0,14075.0,1.0,9.0
72582,5000,5000.0,12.12,36.0,debt_consolidation,16.97,WA,MORTGAGE,6800.0,675.0,16.0,25524.0,0.0,10.0
30718,35000,33500.0,13.49,60.0,small_business,10.63,AZ,MORTGAGE,15583.33,760.0,10.0,9.0,1.0,6.0
50460,2225,2225.0,14.65,36.0,credit_card,24.09,WV,MORTGAGE,3250.0,670.0,9.0,26854.0,1.0,
66149,4000,4000.0,10.16,36.0,major_purchase,4.58,IL,RENT,3168.0,715.0,5.0,6916.0,2.0,0.0
41523,16000,16000.0,7.9,36.0,debt_consolidation,2.23,CA,MORTGAGE,7083.33,740.0,11.0,3076.0,0.0,5.0
76858,15500,15500.0,17.77,36.0,debt_consolidation,27.6,VA,OWN,3333.33,675.0,10.0,8692.0,0.0,4.0
91738,16000,16000.0,13.11,60.0,debt_consolidation,14.88,OK,MORTGAGE,7916.67,695.0,9.0,22918.0,2.0,10.0
21508,9000,9000.0,13.06,60.0,debt_consolidation,5.74,CA,RENT,3678.08,710.0,8.0,7556.0,2.0,4.0
29999,20000,18275.0,16.49,60.0,wedding,24.58,TX,MORTGAGE,6000.0,710.0,14.0,12231.0,3.0,3.0
17924,20000,19900.0,18.17,60.0,credit_card,9.72,CA,MORTGAGE,10000.0,685.0,8.0,106527.0,0.0,10.0
46748,30000,30000.0,22.78,60.0,debt_consolidation,24.71,CA,RENT,6041.67,690.0,12.0,39144.0,0.0,1.0
25426,10000,10000.0,10.59,36.0,debt_consolidation,7.43,CA,RENT,3833.33,735.0,3.0,10187.0,0.0,10.0
76810,14000,14000.0,19.05,36.0,credit_card,31.02,IL,MORTGAGE,5000.0,660.0,15.0,12728.0,3.0,7.0
101596,5000,4525.0,7.43,36.0,other,1.0,NY,NONE,,800.0,,,,0.0
76324,18000,18000.0,15.31,60.0,other,22.93,FL,RENT,5734.08,710.0,13.0,2819.0,0.0,4.0
48235,10000,10000.0,6.62,36.0,debt_consolidation,19.05,WA,MORTGAGE,5208.33,740.0,8.0,28302.0,0.0,10.0
50533,25975,25975.0,13.11,60.0,house,15.51,WA,MORTGAGE,4583.33,735.0,6.0,3607.0,0.0,9.0
79478,10350,10350.0,14.09,36.0,car,20.46,NY,RENT,3333.33,690.0,10.0,10841.0,1.0,1.0
88920,10850,10850.0,17.77,36.0,debt_consolidation,33.9,PA,OWN,2708.33,660.0,7.0,9577.0,0.0,8.0
28663,4075,4075.0,5.42,36.0,home_improvement,23.41,NC,MORTGAGE,3750.0,770.0,6.0,34103.0,1.0,6.0
10761,14500,10168.89,10.75,60.0,credit_card,14.26,CA,MORTGAGE,3584.62,755.0,6.0,18555.0,0.0,10.0
71249,12000,12000.0,10.16,36.0,debt_consolidation,27.48,VA,MORTGAGE,5000.0,710.0,12.0,10490.0,0.0,7.0
97462,1000,1000.0,22.95,36.0,other,19.78,NY,RENT,884.9,665.0,4.0,5561.0,0.0,
101208,5900,5900.0,13.11,36.0,debt_consolidation,14.19,FL,MORTGAGE,3010.0,700.0,8.0,5921.0,0.0,10.0
74097,9950,9925.0,13.11,36.0,debt_consolidation,24.21,MI,MORTGAGE,2500.0,705.0,17.0,16618.0,1.0,10.0
81822,7200,7200.0,6.03,36.0,debt_consolidation,17.27,NY,MORTGAGE,3416.67,790.0,14.0,4838.0,0.0,10.0
38540,14750,14750.0,16.77,60.0,debt_consolidation,17.32,NM,MORTGAGE,2500.0,685.0,8.0,11003.0,1.0,8.0
103250,5000,4975.0,16.7,36.0,other,2.67,FL,RENT,3000.0,690.0,4.0,2474.0,8.0,1.0
20785,20000,20000.0,14.91,36.0,debt_consolidation,19.43,VA,MORTGAGE,6250.0,715.0,12.0,14308.0,1.0,5.0
32636,18400,18375.0,19.42,60.0,debt_consolidation,22.53,VA,MORTGAGE,7400.0,705.0,14.0,10439.0,2.0,10.0
2834,7200,4167.97,14.11,36.0,other,13.62,PA,OWN,3583.0,700.0,3.0,1621.0,1.0,1.0
45427,18000,17994.17,13.99,60.0,debt_consolidation,2.13,PA,MORTGAGE,4364.58,725.0,9.0,1721.0,3.0,3.0
83841,8000,8000.0,12.12,36.0,debt_consolidation,24.98,MA,RENT,3166.67,690.0,10.0,5428.0,0.0,10.0
38903,4000,4000.0,8.9,36.0,small_business,13.16,CA,MORTGAGE,5166.67,720.0,9.0,7171.0,2.0,3.0
90332,6000,6000.0,13.11,36.0,debt_consolidation,18.1,NY,RENT,3750.0,690.0,18.0,14468.0,3.0,7.0
8382,6250,6100.0,10.25,36.0,debt_consolidation,18.04,FL,MORTGAGE,2400.0,720.0,5.0,14863.0,0.0,10.0
77035,5375,5375.0,14.09,36.0,car,15.05,TX,MORTGAGE,5416.67,685.0,13.0,4087.0,2.0,1.0
100469,8875,8875.0,15.31,36.0,debt_consolidation,14.9,SC,RENT,2302.0,665.0,8.0,10008.0,0.0,
39792,7000,7000.0,10.65,36.0,debt_consolidation,7.38,CA,RENT,3333.33,700.0,7.0,12168.0,0.0,0.0
80904,12000,12000.0,15.31,36.0,debt_consolidation,21.83,VA,RENT,6416.67,680.0,20.0,11583.0,2.0,2.0
60688,21250,21250.0,18.75,36.0,credit_card,26.53,LA,OWN,4500.0,670.0,15.0,25287.0,2.0,10.0
68301,3600,3600.0,19.72,60.0,car,22.22,KS,MORTGAGE,3200.0,680.0,13.0,11702.0,0.0,0.0
82419,12000,12000.0,14.33,36.0,debt_consolidation,28.2,KY,MORTGAGE,3333.33,670.0,11.0,10727.0,0.0,10.0
71540,10050,10050.0,14.33,36.0,credit_card,16.48,CA,RENT,2500.0,690.0,7.0,13337.0,2.0,0.0
67109,4025,4025.0,8.9,36.0,credit_card,15.32,CA,MORTGAGE,5000.0,700.0,12.0,15943.0,0.0,8.0
48352,5000,5000.0,6.62,36.0,debt_consolidation,1.2,GA,RENT,5000.0,780.0,8.0,531.0,1.0,2.0
36706,16500,16400.0,11.71,60.0,small_business,12.07,OH,MORTGAGE,2750.0,775.0,11.0,2316.0,1.0,4.0
22993,10000,10000.0,7.29,36.0,home_improvement,7.94,CA,MORTGAGE,5833.33,735.0,12.0,3181.0,0.0,8.0
102441,7500,-0.01,12.29,36.0,educational,21.34,CA,MORTGAGE,8750.0,685.0,14.0,20947.0,7.0,5.0
50602,10000,10000.0,6.03,36.0,debt_consolidation,24.66,OH,MORTGAGE,2940.25,755.0,8.0,5904.0,0.0,10.0
52285,10000,10000.0,8.9,36.0,credit_card,22.66,MN,RENT,2083.33,715.0,8.0,12724.0,0.0,9.0
77559,18000,18000.0,7.9,36.0,credit_card,18.36,GA,RENT,5833.33,730.0,16.0,12522.0,0.0,0.0
98980,7000,7000.0,16.29,36.0,credit_card,24.93,TX,MORTGAGE,3833.33,680.0,20.0,18792.0,3.0,3.0
92488,22000,21975.0,22.47,60.0,debt_consolidation,33.93,WV,MORTGAGE,5083.33,670.0,14.0,31152.0,2.0,10.0
53808,6000,6000.0,13.11,36.0,debt_consolidation,12.4,WA,RENT,1000.0,685.0,18.0,3622.0,2.0,1.0
32517,5600,5600.0,6.62,36.0,wedding,7.23,NC,MORTGAGE,5833.33,750.0,8.0,8125.0,1.0,2.0
82160,9500,9500.0,12.12,36.0,debt_consolidation,24.06,MO,MORTGAGE,2519.17,705.0,7.0,8673.0,1.0,10.0
47059,12000,12000.0,13.11,36.0,debt_consolidation,17.51,SC,MORTGAGE,9666.67,680.0,12.0,17226.0,0.0,5.0
19661,7200,7200.0,10.37,36.0,debt_consolidation,8.92,FL,MORTGAGE,4416.67,675.0,10.0,4137.0,0.0,2.0
89012,5000,5000.0,15.8,36.0,debt_consolidation,25.53,NC,RENT,6612.0,665.0,6.0,14283.0,0.0,10.0
39468,8250,8086.75,15.96,60.0,home_improvement,15.6,NY,MORTGAGE,2917.0,695.0,13.0,4479.0,1.0,2.0
83422,30000,30000.0,22.47,60.0,debt_consolidation,20.07,NY,MORTGAGE,7916.67,690.0,9.0,4202.0,3.0,
55690,10075,10075.0,15.81,60.0,debt_consolidation,23.8,DE,MORTGAGE,6583.33,700.0,15.0,13259.0,1.0,1.0
66424,9050,9050.0,13.11,36.0,credit_card,20.58,MI,MORTGAGE,5166.67,700.0,9.0,7571.0,1.0,7.0
98930,17500,17500.0,10.16,36.0,credit_card,23.64,CA,MORTGAGE,3333.33,700.0,10.0,21483.0,0.0,8.0
16158,10000,5334.01,6.91,36.0,car,8.83,TX,RENT,4166.67,730.0,5.0,6381.0,0.0,1.0
66360,10000,10000.0,8.9,36.0,other,20.1,MO,RENT,2870.42,715.0,11.0,18802.0,0.0,3.0
63941,8500,8500.0,15.8,36.0,debt_consolidation,17.4,MI,RENT,2500.0,690.0,6.0,6491.0,1.0,1.0
57456,16000,15975.0,14.65,36.0,debt_consolidation,20.15,NC,RENT,3666.67,675.0,15.0,6875.0,0.0,4.0
79611,2350,2350.0,14.09,36.0,credit_card,11.18,WA,MORTGAGE,1833.33,725.0,3.0,7463.0,1.0,
20467,10000,9924.07,7.29,36.0,medical,4.7,NY,RENT,6083.33,730.0,10.0,7337.0,1.0,3.0
96157,25000,24975.0,15.8,60.0,debt_consolidation,21.18,MA,MORTGAGE,5458.33,735.0,26.0,27327.0,1.0,6.0
76957,8000,8000.0,14.33,36.0,credit_card,27.34,CA,RENT,3500.0,685.0,19.0,16395.0,2.0,7.0
78827,6000,6000.0,13.11,36.0,credit_card,16.75,OH,MORTGAGE,4166.67,670.0,9.0,4500.0,0.0,0.0
65280,4000,4000.0,13.11,36.0,credit_card,11.8,NY,RENT,5416.67,685.0,12.0,6616.0,1.0,1.0
79531,11500,11500.0,11.14,36.0,credit_card,18.0,WA,RENT,2916.67,715.0,14.0,13851.0,1.0,5.0
42255,12000,12000.0,9.91,36.0,wedding,4.1,WA,RENT,12500.0,705.0,9.0,22889.0,0.0,9.0
28871,15250,13914.17,16.49,60.0,debt_consolidation,20.57,FL,RENT,2916.67,690.0,10.0,17931.0,0.0,0.0
