,TARGET_B,ID,TARGET_D,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCat96NK,StatusCatStarAll,DemCluster,DemAge,DemGender,DemHomeOwner,DemMedHomeValue,DemPctVeterans,DemMedIncome
184,0,18262,,11,18,7,10,8.0,6.55,6.11,6.29,18,55,14,35,47,6,17,19,S,1,24,63.0,M,U,79000.0,37,33629.0
185,0,18283,,4,9,2,3,12.0,10.25,8.78,9.5,16,103,9,28,46,4,13,17,A,0,31,,M,U,32200.0,0,0.0
186,1,18322,10.0,4,8,3,6,11.0,9.5,7.38,9.67,17,56,13,31,41,6,14,17,S,1,42,73.0,M,H,80700.0,32,36402.0
187,0,18341,,2,9,2,5,20.0,14.5,8.22,14.5,21,85,12,31,41,6,15,18,A,1,47,59.0,F,H,46900.0,25,32201.0
188,1,18339,10.0,3,3,1,1,10.0,10.0,10.0,5.0,18,32,12,26,24,6,12,10,A,0,47,49.0,M,U,46900.0,25,32201.0
189,0,18351,,1,5,0,3,16.0,16.0,12.4,,24,79,9,24,47,4,4,17,A,1,47,40.0,F,U,47300.0,24,45078.0
190,1,18359,10.0,4,18,0,8,10.0,8.25,6.44,,15,130,14,34,75,6,6,31,S,1,50,,F,U,41200.0,14,27259.0
191,1,187959,10.0,4,34,3,20,11.0,9.5,7.5,9.33,19,80,7,15,34,2,6,14,E,1,40,,U,U,102400.0,32,0.0
192,0,18428,,6,14,2,5,5.0,7.83,7.29,10.0,19,52,15,37,45,6,17,18,S,1,40,70.0,F,H,86700.0,28,46776.0
193,1,18425,7.0,3,4,3,3,8.0,6.0,7.0,6.0,16,29,12,25,24,6,12,10,A,1,40,,F,U,87000.0,30,46776.0
194,1,18438,5.0,7,17,3,10,5.0,5.0,4.18,5.0,16,113,13,33,66,6,17,28,S,1,46,69.0,M,H,120500.0,46,60885.0
195,0,18454,,4,16,1,10,11.0,11.5,7.69,10.0,15,128,14,32,71,6,14,32,S,1,46,,M,U,77300.0,32,40556.0
196,1,18466,6.0,4,14,3,7,5.0,5.0,3.93,5.0,15,68,11,26,46,5,12,18,S,1,47,39.0,F,H,59400.0,30,44250.0
197,0,18471,,4,14,3,7,18.0,13.25,7.29,12.33,21,68,12,33,55,6,17,23,S,1,40,39.0,M,U,86700.0,30,0.0
198,0,18498,,3,4,3,3,20.0,11.0,9.0,11.0,16,29,13,26,26,6,12,10,A,1,41,71.0,F,U,44200.0,32,0.0
199,1,18508,6.0,4,6,1,1,10.0,6.25,6.67,5.0,18,40,13,33,35,6,15,14,A,1,36,,F,U,63500.0,26,50251.0
200,1,18543,14.0,5,11,4,6,14.0,11.6,9.09,11.5,17,87,14,35,57,6,17,23,S,1,36,37.0,F,U,50600.0,36,45282.0
201,1,18534,15.0,1,1,0,0,25.0,25.0,25.0,,16,16,13,18,15,6,6,7,F,0,36,46.0,F,U,57600.0,27,0.0
202,0,18559,,2,14,1,8,8.0,9.0,6.29,11.0,18,112,14,30,68,6,12,24,S,1,36,,M,U,57200.0,35,41063.0
203,1,19789,10.0,2,3,0,0,10.0,10.0,10.0,,19,24,14,26,25,6,6,9,N,0,40,53.0,M,U,35500.0,35,50628.0
204,1,18581,12.0,1,16,0,10,12.0,12.0,4.63,,18,124,11,26,58,4,4,25,A,1,44,53.0,F,H,77500.0,24,50628.0
205,0,18585,,3,19,1,13,27.0,25.67,10.37,25.0,18,130,14,35,79,6,16,32,S,1,41,45.0,F,U,68900.0,33,50628.0
206,1,18584,12.0,1,10,1,6,14.0,14.0,10.6,14.0,21,130,14,33,68,5,13,28,A,0,27,75.0,F,H,67100.0,49,50628.0
207,0,18610,,4,20,3,10,10.0,6.5,6.45,7.0,17,123,14,36,75,6,17,32,S,1,40,69.0,F,H,79700.0,30,55991.0
208,0,18611,,6,28,4,20,5.0,5.0,4.36,5.0,23,127,12,33,74,6,16,31,S,1,41,62.0,F,U,39700.0,32,55991.0
209,1,18607,23.0,1,13,0,8,17.0,17.0,7.77,,26,125,9,28,67,4,4,27,A,1,40,37.0,M,H,79700.0,30,55991.0
210,1,18609,10.0,1,8,1,6,20.0,20.0,14.0,20.0,23,128,10,27,62,4,11,26,A,0,35,48.0,F,H,120800.0,30,55991.0
211,1,19623,14.0,5,15,5,10,10.0,8.2,6.53,8.2,18,62,14,36,52,6,17,21,S,1,34,35.0,F,U,107000.0,32,0.0
212,1,18802,20.0,2,6,1,4,20.0,20.0,14.5,20.0,16,87,13,34,60,6,16,23,A,0,40,46.0,M,H,112800.0,32,92715.0
213,0,18640,,3,4,1,1,15.0,11.67,11.25,15.0,19,28,12,26,24,6,13,11,A,0,34,49.0,F,H,130700.0,36,61112.0
214,0,18657,,3,20,2,12,13.0,12.67,8.4,12.5,16,112,12,32,76,5,15,29,A,1,43,51.0,F,H,43300.0,26,38681.0
215,1,18664,15.0,1,1,1,1,20.0,20.0,20.0,20.0,17,17,10,15,13,4,6,5,F,0,36,59.0,M,H,51900.0,24,36337.0
216,0,18676,,3,19,3,18,10.0,10.0,9.26,10.0,21,130,8,22,68,4,11,27,S,1,36,53.0,M,H,76100.0,25,36337.0
217,1,18694,5.0,1,7,0,2,15.0,15.0,6.14,,26,81,9,26,48,4,4,19,A,0,30,68.0,M,H,32000.0,34,36344.0
218,0,18700,,3,14,1,7,10.0,10.67,10.5,12.0,18,130,13,31,71,4,13,28,A,1,32,68.0,M,U,49900.0,30,0.0
219,0,18732,,4,13,1,8,7.0,5.5,4.23,7.0,17,125,10,27,56,4,11,23,S,1,23,48.0,M,H,86700.0,41,46557.0
220,0,18740,,3,3,3,3,15.0,13.67,13.67,13.67,21,29,12,25,24,6,13,11,A,0,40,77.0,F,H,65700.0,29,57099.0
221,0,18757,,7,19,5,12,11.0,10.14,7.95,10.2,25,69,12,32,52,6,17,22,S,1,27,,F,U,65900.0,35,0.0
222,0,18753,,1,3,0,1,50.0,35.0,35.0,,18,57,13,30,42,6,6,17,A,0,27,38.0,M,H,68000.0,30,57099.0
223,1,18761,15.0,4,12,2,6,14.0,12.5,9.08,12.5,22,76,12,34,58,6,17,23,S,1,40,49.0,F,H,71400.0,25,57099.0
224,1,18750,20.0,3,6,2,3,15.0,13.33,12.5,12.5,25,53,11,33,41,6,17,18,A,1,36,45.0,F,U,48200.0,26,0.0
225,0,18770,,4,7,1,2,10.0,10.0,7.86,10.0,15,62,13,33,44,6,15,18,A,0,44,86.0,F,H,71300.0,27,37188.0
226,1,187750,5.0,4,12,2,7,10.0,8.75,10.83,7.5,18,53,7,15,23,2,6,9,E,0,40,,U,U,95800.0,35,0.0
227,1,187691,10.0,5,9,2,5,6.0,5.2,4.22,5.0,18,44,6,14,16,2,6,8,E,0,40,,F,U,87200.0,26,0.0
228,0,18787,,1,7,1,2,15.0,18.0,15.0,18.0,18,62,13,32,48,6,16,20,A,0,40,,F,H,121200.0,32,78964.0
229,0,18817,,4,5,2,2,10.0,6.5,6.0,7.5,17,33,12,28,28,6,13,11,A,0,51,63.0,F,H,55500.0,27,45435.0
230,1,18836,30.0,2,9,1,5,25.0,20.0,10.89,25.0,20,128,13,35,63,6,17,29,A,0,41,60.0,F,H,55200.0,34,43669.0
231,0,21176,,2,2,2,2,20.0,15.0,15.0,15.0,20,29,12,25,25,4,10,9,A,0,25,23.0,M,H,43700.0,37,44986.0
232,1,18896,20.0,4,5,2,3,12.0,13.25,11.6,15.5,18,41,15,35,38,6,15,14,A,0,40,62.0,M,H,81600.0,42,44986.0
233,0,18952,,1,10,1,6,15.0,15.0,12.0,15.0,16,105,14,33,68,6,15,27,A,0,12,54.0,F,H,129800.0,32,73728.0
234,1,18953,11.0,6,15,3,11,11.0,10.0,7.33,11.33,17,113,13,32,66,6,15,27,S,1,14,54.0,F,H,109300.0,29,73728.0
235,1,190387,25.0,1,3,1,2,25.0,25.0,18.33,25.0,19,43,4,12,15,2,6,8,E,1,35,,F,U,198900.0,30,0.0
236,1,19020,19.0,3,5,2,3,10.0,17.0,16.2,17.0,15,41,14,35,39,6,16,15,A,0,34,69.0,F,H,158800.0,31,47598.0
237,1,25214,25.0,2,6,0,3,15.0,15.0,12.0,,25,57,11,33,46,6,6,20,A,0,35,46.0,F,H,182300.0,40,47598.0
238,0,19068,,4,14,3,8,15.0,15.0,11.29,15.0,26,111,11,30,66,5,15,27,A,1,36,61.0,F,H,62400.0,22,51815.0
239,1,19071,5.0,10,35,7,21,5.0,5.1,5.0,5.14,17,126,12,31,78,6,17,33,S,1,40,56.0,F,H,69700.0,26,51815.0
240,1,19129,5.0,3,9,1,5,10.0,11.33,11.33,10.0,17,81,13,31,57,6,13,20,S,1,36,55.0,F,U,53800.0,33,41976.0
241,1,14598,50.0,2,24,0,6,26.0,27.5,20.17,,5,126,25,42,101,4,4,28,A,1,38,83.0,M,H,51000.0,51,40364.0
242,1,56773,8.0,7,14,4,7,5.0,10.14,8.71,11.5,20,56,12,32,43,4,14,18,S,1,14,45.0,U,H,70700.0,17,47385.0
243,0,19214,,2,11,1,9,17.0,16.0,9.73,15.0,25,126,11,31,69,4,13,28,A,1,0,56.0,F,H,79900.0,0,47572.0
244,1,19208,18.0,3,12,1,4,20.0,18.0,11.08,20.0,15,80,13,33,59,6,15,23,A,1,0,,F,H,67000.0,0,47572.0
245,0,190777,,2,5,1,3,10.0,15.0,10.2,10.0,19,44,13,32,37,6,15,15,A,0,0,63.0,M,U,64500.0,0,47572.0
246,1,19235,25.0,1,6,0,2,20.0,20.0,15.33,,20,79,13,29,55,4,4,20,A,0,37,76.0,M,H,53800.0,37,40567.0
247,0,19241,,3,14,0,6,10.0,9.33,5.0,,19,122,12,32,67,5,5,28,S,1,34,,F,U,76000.0,30,0.0
248,1,19260,17.5,2,4,1,2,16.0,13.0,8.0,16.0,16,74,12,26,34,5,10,13,A,0,40,53.0,F,U,61000.0,39,42620.0
249,1,187343,50.0,2,3,2,3,15.0,12.5,15.0,12.5,15,24,6,11,10,2,5,5,E,1,36,,U,U,53700.0,43,0.0
250,0,19284,,3,4,1,2,25.0,21.0,19.5,17.0,19,56,13,31,40,6,14,16,A,0,39,49.0,M,H,51700.0,20,47612.0
251,0,19324,,3,7,3,4,6.0,26.67,19.71,26.67,15,69,13,34,55,6,16,20,A,0,35,37.0,U,U,139300.0,28,0.0
252,1,19323,16.87,1,4,1,2,42.0,42.0,31.75,42.0,24,65,11,31,48,6,15,19,A,0,42,73.0,M,H,74000.0,37,66080.0
253,0,190112,,5,5,4,4,10.0,8.0,8.0,7.5,16,32,4,11,12,2,6,6,E,1,42,,U,U,88300.0,30,0.0
254,0,19363,,7,10,3,4,10.0,16.43,15.6,16.33,18,41,13,33,39,6,16,15,S,1,27,,F,U,66700.0,18,37312.0
255,0,19491,,1,15,0,9,15.0,15.0,8.0,,20,128,11,21,63,4,4,24,A,1,23,27.0,F,U,54400.0,28,0.0
256,0,19418,,1,5,1,3,25.0,25.0,16.4,25.0,18,75,14,29,45,5,13,17,A,0,32,68.0,F,H,41900.0,15,30591.0
257,0,19402,,4,5,3,3,10.0,8.75,7.8,8.33,18,33,13,27,27,6,13,11,A,1,21,,M,U,48300.0,42,0.0
258,1,19490,10.0,3,14,1,8,10.0,10.0,10.43,10.0,18,129,13,34,65,6,16,30,S,1,27,55.0,F,H,73900.0,47,67850.0
259,0,19495,,1,1,1,1,20.0,20.0,20.0,20.0,17,17,12,17,15,4,6,5,F,0,24,58.0,F,H,97200.0,37,85664.0
260,0,19498,,2,2,1,1,22.0,21.0,21.0,20.0,17,28,11,24,22,5,11,10,A,0,24,59.0,M,H,127500.0,38,85664.0
261,0,10211,,0,12,0,5,10.0,0.0,15.58,,4,99,33,33,92,7,7,27,A,1,25,53.0,F,H,71900.0,28,85664.0
262,1,19510,12.5,2,4,1,2,15.0,13.0,11.0,15.0,16,105,10,20,35,4,7,13,A,0,24,77.0,M,H,244100.0,45,85664.0
263,0,39972,,1,2,0,1,17.0,17.0,16.0,,26,41,9,29,31,4,4,13,A,0,17,35.0,F,U,85600.0,24,43620.0
264,0,19573,,6,10,6,7,10.0,9.5,9.0,9.5,17,45,14,34,40,6,17,17,A,1,40,41.0,F,H,58000.0,36,53204.0
265,1,19581,25.0,2,34,1,17,25.0,25.0,6.65,25.0,20,124,13,33,76,6,16,33,A,1,18,60.0,F,H,82100.0,37,53204.0
266,0,19608,,4,17,3,11,10.0,9.5,7.0,9.33,18,127,15,37,77,6,17,35,A,1,12,74.0,F,H,88900.0,35,51792.0
267,1,19621,21.0,3,4,2,2,19.0,14.33,12.0,12.0,15,44,12,28,35,3,10,12,E,0,32,70.0,F,H,51700.0,27,46573.0
268,1,19641,30.0,2,2,0,0,25.0,17.5,17.5,,19,27,13,27,24,6,6,11,A,0,18,53.0,F,H,56200.0,23,41391.0
269,1,19664,10.0,2,2,2,2,21.0,18.0,18.0,18.0,17,24,13,23,21,6,11,9,N,0,14,74.0,M,H,228200.0,32,85823.0
270,0,19662,,1,1,1,1,20.0,20.0,20.0,20.0,20,20,11,18,16,4,7,6,F,0,14,56.0,F,H,138300.0,31,85823.0
271,0,19686,,4,11,2,6,11.0,11.0,8.45,11.5,19,105,13,34,56,6,17,26,S,1,22,61.0,F,H,140400.0,25,85823.0
272,0,19680,,4,6,0,1,7.0,6.0,5.33,,18,68,12,23,34,6,6,13,A,0,12,71.0,F,H,100100.0,22,85823.0
273,1,18948,17.0,2,15,2,7,15.0,15.5,13.4,15.5,24,81,12,32,55,6,17,23,A,1,11,41.0,U,U,113600.0,21,57708.0
274,0,19739,,3,8,0,3,25.0,24.0,16.63,,18,77,14,35,59,6,6,22,S,1,35,,F,U,145000.0,22,62283.0
275,0,185254,,1,10,0,4,20.0,15.0,12.2,,4,85,23,43,71,5,5,23,A,0,35,,M,U,124900.0,23,0.0
276,0,19751,,4,5,2,2,6.0,8.5,8.0,9.0,15,32,15,27,27,6,11,9,A,0,35,,F,H,124900.0,23,71376.0
277,1,19779,15.0,3,8,1,4,30.0,23.33,17.63,30.0,17,80,13,34,60,6,16,23,A,0,14,54.0,M,H,128500.0,28,90527.0
278,1,19499,20.0,1,2,1,1,25.0,25.0,22.5,25.0,16,31,16,30,27,6,12,10,A,0,22,,F,U,85400.0,20,0.0
279,0,16785,,1,1,1,1,25.0,25.0,25.0,25.0,20,20,13,20,18,5,8,7,F,0,12,,U,U,123300.0,30,101173.0
280,0,19843,,2,12,2,10,15.0,17.5,10.92,17.5,23,105,12,32,66,6,16,27,A,1,32,,M,H,61400.0,32,34773.0
281,1,19864,5.0,6,7,3,3,7.0,5.67,5.29,5.0,18,40,13,33,33,6,15,14,A,0,27,57.0,M,H,63200.0,44,44357.0
282,0,19856,,2,2,1,1,50.0,30.0,30.0,10.0,18,29,13,27,25,6,13,11,A,0,24,57.0,U,H,90200.0,58,44357.0
283,0,19891,,3,6,1,3,20.0,18.67,13.5,21.0,18,67,15,34,44,6,14,18,A,0,24,,M,U,75300.0,40,44395.0
284,0,19947,,3,6,1,2,5.0,11.33,11.0,14.0,19,52,12,33,42,5,15,17,A,0,27,,F,U,69200.0,40,56512.0
285,0,19976,,1,18,1,13,11.0,11.0,5.83,11.0,16,122,13,31,75,4,12,28,A,1,40,55.0,F,H,98300.0,29,40669.0
286,1,20031,50.0,1,1,1,1,50.0,50.0,50.0,50.0,17,17,11,16,14,5,7,6,F,1,40,31.0,F,U,75400.0,27,40669.0
287,0,19992,,1,6,0,5,15.0,15.0,8.83,,18,80,13,32,47,6,6,20,A,0,24,,M,H,97300.0,30,46591.0
288,1,20015,20.0,1,8,0,2,21.0,21.0,13.38,,23,63,12,31,53,6,6,20,A,0,27,44.0,U,U,97300.0,31,0.0
289,0,20008,,1,3,0,1,20.0,20.0,13.33,,21,41,13,32,34,6,6,13,A,0,27,60.0,F,H,55700.0,40,46591.0
290,0,19961,,3,4,0,1,15.0,13.33,11.25,,15,41,14,31,35,5,5,11,A,0,27,,M,U,72200.0,33,43280.0
291,1,20065,40.0,2,7,0,3,24.0,32.0,20.86,,25,77,13,32,56,6,6,21,S,1,40,44.0,U,U,72200.0,28,0.0
292,0,20029,,1,1,0,0,15.0,15.0,15.0,,16,16,10,15,12,4,4,5,F,0,40,47.0,M,H,72200.0,28,43280.0
293,1,20106,12.0,4,4,3,3,14.0,12.0,12.0,12.0,17,35,12,26,26,6,14,12,A,0,46,71.0,M,H,94900.0,34,45690.0
294,0,20110,,4,12,1,3,10.0,8.5,6.83,8.0,19,62,14,36,54,6,17,21,A,0,47,50.0,F,H,53100.0,29,45690.0
295,0,20130,,5,21,2,11,10.0,4.4,2.43,3.0,20,130,14,33,59,6,15,26,S,1,47,83.0,F,U,49500.0,27,37819.0
296,0,21401,,2,16,0,7,50.0,32.5,23.13,,18,111,13,35,75,6,6,31,S,1,36,53.0,M,H,0.0,28,0.0
297,1,20167,25.0,3,3,3,3,25.0,18.33,18.33,18.33,17,35,13,30,29,6,15,13,A,0,47,,M,U,45100.0,22,0.0
298,1,20178,25.0,3,3,2,2,25.0,25.67,25.67,25.0,16,23,14,22,20,6,10,8,N,0,50,41.0,M,U,40300.0,21,31294.0
299,0,20188,,3,31,3,12,5.0,5.0,3.9,5.0,23,81,11,28,63,5,14,23,S,1,47,,M,U,41900.0,25,34881.0
300,1,20194,10.0,5,5,4,4,7.0,6.2,6.2,6.0,15,28,13,25,24,5,10,9,A,1,41,61.0,F,H,39900.0,32,34923.0
301,1,20237,13.0,1,15,0,12,13.0,13.0,6.27,,26,129,9,28,69,4,4,28,A,1,40,45.0,F,H,67400.0,29,39564.0
302,1,19986,10.0,5,8,3,5,10.0,10.0,9.0,10.0,16,45,14,34,38,6,15,15,A,0,39,27.0,M,H,39700.0,2,29717.0
303,1,20302,1.0,8,34,6,17,3.0,4.88,3.82,5.0,15,93,13,31,68,6,17,27,S,1,50,,U,H,40100.0,22,36932.0
304,1,20341,3.0,5,13,2,8,7.0,7.4,7.23,7.0,15,99,11,26,54,5,11,23,S,1,23,49.0,M,H,142700.0,58,66263.0
305,0,24330,,4,4,2,2,7.0,8.0,8.0,8.5,15,32,12,24,24,5,9,8,A,0,39,,F,U,134600.0,36,0.0
306,1,20338,12.5,2,11,0,5,11.0,8.0,8.64,,16,113,13,31,68,5,5,27,A,1,23,74.0,M,H,199100.0,64,66263.0
307,0,20334,,3,5,2,4,14.0,13.0,9.8,12.0,16,73,14,27,42,6,11,15,A,0,28,,U,U,107000.0,43,66263.0
308,1,190410,9.0,4,41,2,24,9.0,10.0,8.68,9.5,23,112,4,12,44,2,6,20,E,1,28,,F,U,107000.0,43,0.0
309,1,187318,18.0,2,2,2,2,15.0,12.5,12.5,12.5,20,24,6,11,11,2,5,5,E,0,37,,F,U,55000.0,31,0.0
310,1,147529,20.0,2,8,1,4,25.0,27.5,25.0,30.0,25,104,13,32,55,6,16,24,A,1,11,59.0,F,H,27900.0,21,30432.0
311,0,14752,,2,20,1,8,12.0,11.0,13.2,10.0,26,108,10,30,85,4,13,32,A,1,36,33.0,F,U,45500.0,41,35776.0
312,1,20401,30.0,2,6,2,4,20.0,22.5,16.17,22.5,26,57,11,33,46,5,16,19,A,1,50,65.0,F,H,47600.0,22,41771.0
313,1,20424,15.0,3,9,1,6,14.0,14.0,9.78,17.0,19,113,16,35,63,6,14,26,A,0,28,76.0,M,U,90300.0,36,51649.0
314,0,20407,,0,1,0,0,25.0,0.0,25.0,,23,23,10,10,15,4,4,6,N,0,28,70.0,F,U,90300.0,36,51649.0
315,1,145899,20.0,3,3,1,1,20.0,14.0,14.0,20.0,21,32,13,27,26,6,13,11,A,0,17,,F,U,149100.0,37,0.0
316,1,20438,10.0,6,7,2,2,10.0,7.33,7.14,7.5,15,33,14,32,32,6,15,13,A,0,39,71.0,M,H,50900.0,34,31004.0
317,1,20445,20.0,2,5,0,2,25.0,22.5,17.6,,16,68,12,29,48,5,5,18,A,1,32,59.0,M,H,57200.0,32,31004.0
318,0,23978,,9,29,8,15,4.0,3.78,4.93,3.75,18,79,12,30,56,6,17,24,S,1,50,,F,U,54300.0,15,0.0
319,0,20083,,4,6,4,4,11.0,6.5,6.17,6.5,21,29,14,27,28,6,13,11,A,1,51,,M,U,36100.0,24,0.0
320,1,20488,14.0,3,18,2,10,10.0,9.33,6.22,9.0,16,67,13,31,54,5,14,21,S,1,36,55.0,M,U,42500.0,34,26953.0
321,0,6777,,2,60,1,18,16.0,18.5,10.47,18.0,17,111,30,47,105,6,15,27,A,1,28,,F,U,81300.0,32,46083.0
322,1,20522,15.0,1,1,1,1,15.0,15.0,15.0,15.0,17,17,10,15,13,4,6,5,F,0,35,47.0,M,U,120300.0,46,52238.0
323,1,20583,14.0,4,15,3,8,13.0,12.0,8.13,11.67,18,111,14,28,63,6,13,24,S,1,24,69.0,F,H,81000.0,41,65734.0
324,1,20533,25.0,3,4,3,3,19.0,18.0,15.75,18.0,21,37,12,30,31,6,15,13,A,0,35,49.0,M,U,73800.0,39,65734.0
325,0,20573,,1,3,0,1,25.0,25.0,20.0,,23,53,7,25,36,4,4,14,A,0,24,61.0,F,H,231300.0,40,65734.0
326,0,185114,,2,39,1,11,100.0,162.5,96.79,125.0,6,111,35,57,139,6,17,32,A,1,24,79.0,F,U,93800.0,33,65734.0
327,0,20595,,2,4,0,1,15.0,16.5,14.75,,18,56,12,31,43,6,6,19,A,0,39,,F,U,50700.0,37,50173.0
328,0,3873,,4,26,4,13,35.0,33.75,21.35,33.75,22,111,16,37,89,6,17,34,S,1,25,74.0,F,H,58100.0,31,50173.0
329,0,20612,,3,8,2,4,20.0,10.67,7.75,6.0,25,52,11,31,40,6,15,16,A,1,50,34.0,F,U,46700.0,20,36477.0
330,1,20625,25.0,3,6,0,0,15.0,15.0,12.0,,20,56,7,28,37,4,4,15,A,0,38,67.0,F,H,68000.0,38,45294.0
331,1,20631,20.0,5,11,3,6,15.0,9.6,7.36,7.67,15,56,12,31,44,5,14,18,A,1,40,42.0,F,H,61500.0,31,44082.0
332,0,20641,,1,1,0,0,20.0,20.0,20.0,,16,16,12,17,14,5,5,6,F,0,50,27.0,F,U,50000.0,22,26472.0
333,1,20645,10.0,1,12,0,6,10.0,10.0,11.33,,25,82,10,29,58,5,5,23,A,1,50,,F,U,40500.0,22,0.0
334,0,185957,,4,19,3,8,25.0,12.0,11.74,12.33,10,91,20,42,75,7,18,26,A,1,24,64.0,M,H,142700.0,58,50907.0
335,0,20697,,2,3,1,2,20.0,15.5,12.0,20.0,19,45,14,30,34,6,12,12,A,0,45,53.0,M,H,69500.0,34,39344.0
336,1,20691,10.0,2,3,2,2,10.0,7.5,7.0,7.5,17,21,13,21,21,6,10,8,N,0,51,39.0,F,H,54800.0,30,39344.0
337,0,20714,,2,3,2,3,15.0,12.5,10.0,12.5,18,41,11,29,31,4,11,11,A,0,53,,M,H,60000.0,33,38862.0
338,1,20721,10.0,5,12,4,8,11.0,10.0,8.5,10.0,17,67,13,32,50,6,17,22,S,1,46,39.0,F,H,50400.0,40,29144.0
339,0,20722,,1,6,1,5,62.0,62.0,40.67,62.0,17,128,16,31,65,6,13,28,A,0,50,72.0,M,U,40400.0,24,29144.0
340,1,5852,10.0,4,20,3,9,10.0,10.0,9.6,10.0,10,102,37,56,109,6,16,30,A,1,50,80.0,M,U,40400.0,34,34398.0
341,1,20752,13.0,4,15,1,9,13.0,12.0,8.53,13.0,18,107,13,35,69,6,17,28,S,1,28,77.0,M,U,97400.0,56,0.0
342,0,20780,,3,17,1,7,20.0,19.0,16.24,20.0,25,111,13,35,73,6,17,30,S,1,46,,F,H,68000.0,24,35515.0
343,1,20773,5.0,8,22,7,13,5.0,5.0,4.91,5.0,22,64,12,31,53,6,17,22,S,1,47,,M,H,47500.0,25,35515.0
344,1,20769,5.0,5,6,3,3,5.0,4.8,5.0,4.33,18,33,13,30,29,6,14,12,A,0,36,51.0,M,H,50400.0,25,35515.0
345,0,20779,,3,7,1,3,15.0,11.0,14.29,3.0,16,71,15,32,57,5,12,20,A,1,46,,U,U,68000.0,24,0.0
346,0,20801,,3,3,2,2,10.0,10.67,10.67,10.0,17,23,13,23,21,6,11,9,N,0,36,64.0,F,U,43600.0,30,30786.0
347,1,20802,25.0,1,1,1,1,15.0,15.0,15.0,15.0,24,24,7,17,15,3,7,6,N,0,36,72.0,U,U,43600.0,30,30786.0
348,1,20821,10.0,5,14,3,7,10.0,10.4,12.21,10.67,20,89,13,33,67,6,17,26,A,1,36,45.0,M,U,63100.0,30,47156.0
349,1,20853,10.0,5,16,5,12,11.0,9.4,6.88,9.4,15,130,11,30,71,4,14,30,A,1,23,,F,U,152100.0,62,0.0
350,0,20848,,4,14,3,12,16.0,14.5,9.93,15.0,17,88,13,34,64,6,17,26,S,1,23,69.0,F,H,145800.0,50,55469.0
351,0,20889,,3,5,1,2,11.0,9.67,8.2,9.0,19,56,12,27,37,6,12,15,A,0,43,,U,U,51700.0,34,46154.0
352,1,20962,15.0,1,1,1,1,15.0,15.0,15.0,15.0,23,23,8,18,16,3,7,6,N,1,39,59.0,M,H,66800.0,32,40184.0
353,1,20966,20.0,4,5,3,4,20.0,18.75,19.0,18.33,26,41,10,32,35,5,16,15,A,1,39,49.0,F,H,58800.0,32,40184.0
354,0,20972,,2,6,0,2,30.0,25.0,16.67,,18,66,14,35,52,6,6,20,A,1,27,51.0,M,H,64700.0,35,40184.0
355,0,20997,,10,12,7,7,6.0,6.1,6.08,6.0,16,42,14,33,35,6,16,15,S,1,47,,M,H,59500.0,23,40068.0
356,1,21003,10.0,5,9,3,6,10.0,16.2,12.22,13.67,15,75,16,36,56,6,15,20,S,1,50,,F,H,51700.0,30,37049.0
357,0,20846,,2,3,1,2,20.0,60.0,41.67,100.0,19,41,13,33,36,6,16,15,A,0,23,,F,U,76800.0,55,48354.0
358,1,21133,13.0,8,11,4,4,7.0,7.63,7.0,8.0,15,40,13,31,34,6,16,15,S,1,46,,F,U,86300.0,48,0.0
359,0,21034,,2,3,1,1,18.0,14.0,14.33,10.0,18,29,14,29,28,6,14,12,A,0,36,50.0,F,U,54500.0,41,41417.0
360,0,21042,,8,12,4,6,6.0,5.88,5.08,5.5,20,76,12,32,52,6,16,21,S,1,38,67.0,F,U,46300.0,27,41417.0
361,1,21107,7.0,2,18,1,13,10.0,10.0,8.78,10.0,24,130,12,30,73,4,11,28,A,1,40,78.0,U,U,67800.0,46,0.0
362,1,21097,25.0,2,2,1,1,20.0,15.0,15.0,20.0,21,32,11,27,28,4,11,10,A,0,39,,M,U,62300.0,37,43353.0
363,1,21135,5.0,4,34,1,16,5.0,6.25,7.24,8.0,16,111,13,30,63,5,13,26,S,1,48,,M,U,69400.0,47,0.0
364,1,21144,6.0,8,32,7,22,8.0,6.25,6.31,6.43,17,120,14,35,82,6,17,33,S,1,43,,M,U,82700.0,33,0.0
365,1,190778,20.0,3,5,0,1,10.0,8.33,7.0,,18,74,7,18,32,4,4,11,A,0,43,,M,U,87500.0,33,45666.0
366,1,21204,8.0,6,22,5,10,11.0,8.33,6.41,9.0,17,98,14,34,69,6,17,32,S,1,27,57.0,F,H,67500.0,33,52027.0
367,0,21235,,1,5,0,1,25.0,25.0,15.4,,27,76,9,29,50,4,4,20,A,0,46,48.0,F,U,65300.0,23,0.0
368,1,21244,12.0,5,13,2,7,12.0,12.0,10.31,12.0,19,85,15,37,63,6,17,25,S,1,42,74.0,F,U,82800.0,34,0.0
369,1,21259,15.0,1,23,0,11,10.0,10.0,12.48,,15,130,10,25,73,3,3,29,E,1,25,57.0,F,U,71600.0,23,48516.0
