TARGET_B,ID,TARGET_D,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCat96NK,StatusCatStarAll,DemCluster,DemAge,DemGender,DemHomeOwner,DemMedHomeValue,DemPctVeterans,DemMedIncome
0,00018115,,1,7,0,5,$25.00,$25.00,$18.14,,18,104,15,29,62,6,6,25,A,1,47,56,F,H,"$59,600",15,"$42,313"
0,00017023,,1,1,1,1,$23.00,$23.00,$23.00,$23.00,17,17,11,16,14,5,7,6,F,0,40,25,F,H,"$71,700",36,"$42,313"
0,00018126,,5,8,4,7,$10.00,$11.20,$9.63,$11.50,20,53,13,32,43,6,16,18,S,1,44,,F,U,"$73,300",19,$0
1,00018196,$12.00,6,43,2,17,$13.00,$11.33,$7.47,$10.00,15,127,12,34,80,5,16,32,S,1,36,,M,U,"$46,900",28,"$40,493"
0,00018182,,2,2,2,2,$20.00,$17.50,$17.50,$17.50,21,36,10,28,28,4,12,11,A,0,36,,F,U,"$46,900",28,"$40,493"
0,00018207,,2,2,1,1,$15.00,$12.50,$12.50,$10.00,17,29,11,24,22,4,10,9,A,0,36,,F,U,"$58,200",37,"$37,509"
1,00013782,$10.00,2,23,1,14,$10.00,$15.00,$18.04,$20.00,6,130,25,45,98,5,14,33,A,1,00,83,F,H,"$48,500",0,"$37,127"
0,00018229,,2,13,0,8,$50.00,$50.00,$21.15,,18,119,13,35,76,6,6,34,A,1,34,52,F,U,"$74,200",26,$0
1,00018266,$5.00,9,28,7,19,$5.00,$5.00,$5.00,$5.00,17,92,13,30,62,6,17,27,S,1,30,72,M,H,"$48,700",27,"$33,629"
1,00018257,$5.00,4,9,4,6,$1.00,$4.75,$4.00,$4.75,15,44,16,33,37,6,14,14,A,1,38,,M,H,"$48,700",27,"$33,629"
0,00018262,,11,18,7,10,$8.00,$6.55,$6.11,$6.29,18,55,14,35,47,6,17,19,S,1,24,63,M,U,"$79,000",37,"$33,629"
0,00018283,,4,9,2,3,$12.00,$10.25,$8.78,$9.50,16,103,9,28,46,4,13,17,A,0,31,,M,U,"$32,200",0,$0
1,00018322,$10.00,4,8,3,6,$11.00,$9.50,$7.38,$9.67,17,56,13,31,41,6,14,17,S,1,42,73,M,H,"$80,700",32,"$36,402"
0,00018341,,2,9,2,5,$20.00,$14.50,$8.22,$14.50,21,85,12,31,41,6,15,18,A,1,47,59,F,H,"$46,900",25,"$32,201"
1,00018339,$10.00,3,3,1,1,$10.00,$10.00,$10.00,$5.00,18,32,12,26,24,6,12,10,A,0,47,49,M,U,"$46,900",25,"$32,201"
0,00018351,,1,5,0,3,$16.00,$16.00,$12.40,,24,79,9,24,47,4,4,17,A,1,47,40,F,U,"$47,300",24,"$45,078"
1,00018359,$10.00,4,18,0,8,$10.00,$8.25,$6.44,,15,130,14,34,75,6,6,31,S,1,50,,F,U,"$41,200",14,"$27,259"
1,00187959,$10.00,4,34,3,20,$11.00,$9.50,$7.50,$9.33,19,80,7,15,34,2,6,14,E,1,40,,U,U,"$102,400",32,$0
0,00018428,,6,14,2,5,$5.00,$7.83,$7.29,$10.00,19,52,15,37,45,6,17,18,S,1,40,70,F,H,"$86,700",28,"$46,776"
1,00018425,$7.00,3,4,3,3,$8.00,$6.00,$7.00,$6.00,16,29,12,25,24,6,12,10,A,1,40,,F,U,"$87,000",30,"$46,776"
1,00018438,$5.00,7,17,3,10,$5.00,$5.00,$4.18,$5.00,16,113,13,33,66,6,17,28,S,1,46,69,M,H,"$120,500",46,"$60,885"
0,00018454,,4,16,1,10,$11.00,$11.50,$7.69,$10.00,15,128,14,32,71,6,14,32,S,1,46,,M,U,"$77,300",32,"$40,556"
1,00018466,$6.00,4,14,3,7,$5.00,$5.00,$3.93,$5.00,15,68,11,26,46,5,12,18,S,1,47,39,F,H,"$59,400",30,"$44,250"
0,00018471,,4,14,3,7,$18.00,$13.25,$7.29,$12.33,21,68,12,33,55,6,17,23,S,1,40,39,M,U,"$86,700",30,$0
0,00018498,,3,4,3,3,$20.00,$11.00,$9.00,$11.00,16,29,13,26,26,6,12,10,A,1,41,71,F,U,"$44,200",32,$0
1,00018508,$6.00,4,6,1,1,$10.00,$6.25,$6.67,$5.00,18,40,13,33,35,6,15,14,A,1,36,,F,U,"$63,500",26,"$50,251"
1,00018543,$14.00,5,11,4,6,$14.00,$11.60,$9.09,$11.50,17,87,14,35,57,6,17,23,S,1,36,37,F,U,"$50,600",36,"$45,282"
1,00018534,$15.00,1,1,0,0,$25.00,$25.00,$25.00,,16,16,13,18,15,6,6,7,F,0,36,46,F,U,"$57,600",27,$0
0,00018559,,2,14,1,8,$8.00,$9.00,$6.29,$11.00,18,112,14,30,68,6,12,24,S,1,36,,M,U,"$57,200",35,"$41,063"
1,00019789,$10.00,2,3,0,0,$10.00,$10.00,$10.00,,19,24,14,26,25,6,6,9,N,0,40,53,M,U,"$35,500",35,"$50,628"
1,00018581,$12.00,1,16,0,10,$12.00,$12.00,$4.63,,18,124,11,26,58,4,4,25,A,1,44,53,F,H,"$77,500",24,"$50,628"
0,00018585,,3,19,1,13,$27.00,$25.67,$10.37,$25.00,18,130,14,35,79,6,16,32,S,1,41,45,F,U,"$68,900",33,"$50,628"
1,00018584,$12.00,1,10,1,6,$14.00,$14.00,$10.60,$14.00,21,130,14,33,68,5,13,28,A,0,27,75,F,H,"$67,100",49,"$50,628"
0,00018610,,4,20,3,10,$10.00,$6.50,$6.45,$7.00,17,123,14,36,75,6,17,32,S,1,40,69,F,H,"$79,700",30,"$55,991"
0,00018611,,6,28,4,20,$5.00,$5.00,$4.36,$5.00,23,127,12,33,74,6,16,31,S,1,41,62,F,U,"$39,700",32,"$55,991"
1,00018607,$23.00,1,13,0,8,$17.00,$17.00,$7.77,,26,125,9,28,67,4,4,27,A,1,40,37,M,H,"$79,700",30,"$55,991"
1,00018609,$10.00,1,8,1,6,$20.00,$20.00,$14.00,$20.00,23,128,10,27,62,4,11,26,A,0,35,48,F,H,"$120,800",30,"$55,991"
1,00019623,$14.00,5,15,5,10,$10.00,$8.20,$6.53,$8.20,18,62,14,36,52,6,17,21,S,1,34,35,F,U,"$107,000",32,$0
1,00018802,$20.00,2,6,1,4,$20.00,$20.00,$14.50,$20.00,16,87,13,34,60,6,16,23,A,0,40,46,M,H,"$112,800",32,"$92,715"
0,00018640,,3,4,1,1,$15.00,$11.67,$11.25,$15.00,19,28,12,26,24,6,13,11,A,0,34,49,F,H,"$130,700",36,"$61,112"
0,00018657,,3,20,2,12,$13.00,$12.67,$8.40,$12.50,16,112,12,32,76,5,15,29,A,1,43,51,F,H,"$43,300",26,"$38,681"
1,00018664,$15.00,1,1,1,1,$20.00,$20.00,$20.00,$20.00,17,17,10,15,13,4,6,5,F,0,36,59,M,H,"$51,900",24,"$36,337"
0,00018676,,3,19,3,18,$10.00,$10.00,$9.26,$10.00,21,130,8,22,68,4,11,27,S,1,36,53,M,H,"$76,100",25,"$36,337"
1,00018694,$5.00,1,7,0,2,$15.00,$15.00,$6.14,,26,81,9,26,48,4,4,19,A,0,30,68,M,H,"$32,000",34,"$36,344"
0,00018700,,3,14,1,7,$10.00,$10.67,$10.50,$12.00,18,130,13,31,71,4,13,28,A,1,32,68,M,U,"$49,900",30,$0
0,00018732,,4,13,1,8,$7.00,$5.50,$4.23,$7.00,17,125,10,27,56,4,11,23,S,1,23,48,M,H,"$86,700",41,"$46,557"
0,00018740,,3,3,3,3,$15.00,$13.67,$13.67,$13.67,21,29,12,25,24,6,13,11,A,0,40,77,F,H,"$65,700",29,"$57,099"
0,00018757,,7,19,5,12,$11.00,$10.14,$7.95,$10.20,25,69,12,32,52,6,17,22,S,1,27,,F,U,"$65,900",35,$0
0,00018753,,1,3,0,1,$50.00,$35.00,$35.00,,18,57,13,30,42,6,6,17,A,0,27,38,M,H,"$68,000",30,"$57,099"
1,00018761,$15.00,4,12,2,6,$14.00,$12.50,$9.08,$12.50,22,76,12,34,58,6,17,23,S,1,40,49,F,H,"$71,400",25,"$57,099"
1,00018750,$20.00,3,6,2,3,$15.00,$13.33,$12.50,$12.50,25,53,11,33,41,6,17,18,A,1,36,45,F,U,"$48,200",26,$0
0,00018770,,4,7,1,2,$10.00,$10.00,$7.86,$10.00,15,62,13,33,44,6,15,18,A,0,44,86,F,H,"$71,300",27,"$37,188"
1,00187750,$5.00,4,12,2,7,$10.00,$8.75,$10.83,$7.50,18,53,7,15,23,2,6,9,E,0,40,,U,U,"$95,800",35,$0
1,00187691,$10.00,5,9,2,5,$6.00,$5.20,$4.22,$5.00,18,44,6,14,16,2,6,8,E,0,40,,F,U,"$87,200",26,$0
0,00018787,,1,7,1,2,$15.00,$18.00,$15.00,$18.00,18,62,13,32,48,6,16,20,A,0,40,,F,H,"$121,200",32,"$78,964"
0,00018817,,4,5,2,2,$10.00,$6.50,$6.00,$7.50,17,33,12,28,28,6,13,11,A,0,51,63,F,H,"$55,500",27,"$45,435"
1,00018836,$30.00,2,9,1,5,$25.00,$20.00,$10.89,$25.00,20,128,13,35,63,6,17,29,A,0,41,60,F,H,"$55,200",34,"$43,669"
0,00021176,,2,2,2,2,$20.00,$15.00,$15.00,$15.00,20,29,12,25,25,4,10,9,A,0,25,23,M,H,"$43,700",37,"$44,986"
1,00018896,$20.00,4,5,2,3,$12.00,$13.25,$11.60,$15.50,18,41,15,35,38,6,15,14,A,0,40,62,M,H,"$81,600",42,"$44,986"
0,00018952,,1,10,1,6,$15.00,$15.00,$12.00,$15.00,16,105,14,33,68,6,15,27,A,0,12,54,F,H,"$129,800",32,"$73,728"
1,00018953,$11.00,6,15,3,11,$11.00,$10.00,$7.33,$11.33,17,113,13,32,66,6,15,27,S,1,14,54,F,H,"$109,300",29,"$73,728"
1,00190387,$25.00,1,3,1,2,$25.00,$25.00,$18.33,$25.00,19,43,4,12,15,2,6,8,E,1,35,,F,U,"$198,900",30,$0
1,00019020,$19.00,3,5,2,3,$10.00,$17.00,$16.20,$17.00,15,41,14,35,39,6,16,15,A,0,34,69,F,H,"$158,800",31,"$47,598"
1,00025214,$25.00,2,6,0,3,$15.00,$15.00,$12.00,,25,57,11,33,46,6,6,20,A,0,35,46,F,H,"$182,300",40,"$47,598"
0,00019068,,4,14,3,8,$15.00,$15.00,$11.29,$15.00,26,111,11,30,66,5,15,27,A,1,36,61,F,H,"$62,400",22,"$51,815"
1,00019071,$5.00,10,35,7,21,$5.00,$5.10,$5.00,$5.14,17,126,12,31,78,6,17,33,S,1,40,56,F,H,"$69,700",26,"$51,815"
1,00019129,$5.00,3,9,1,5,$10.00,$11.33,$11.33,$10.00,17,81,13,31,57,6,13,20,S,1,36,55,F,U,"$53,800",33,"$41,976"
1,00014598,$50.00,2,24,0,6,$26.00,$27.50,$20.17,,5,126,25,42,101,4,4,28,A,1,38,83,M,H,"$51,000",51,"$40,364"
1,00056773,$8.00,7,14,4,7,$5.00,$10.14,$8.71,$11.50,20,56,12,32,43,4,14,18,S,1,14,45,U,H,"$70,700",17,"$47,385"
0,00019214,,2,11,1,9,$17.00,$16.00,$9.73,$15.00,25,126,11,31,69,4,13,28,A,1,00,56,F,H,"$79,900",0,"$47,572"
1,00019208,$18.00,3,12,1,4,$20.00,$18.00,$11.08,$20.00,15,80,13,33,59,6,15,23,A,1,00,,F,H,"$67,000",0,"$47,572"
0,00190777,,2,5,1,3,$10.00,$15.00,$10.20,$10.00,19,44,13,32,37,6,15,15,A,0,00,63,M,U,"$64,500",0,"$47,572"
1,00019235,$25.00,1,6,0,2,$20.00,$20.00,$15.33,,20,79,13,29,55,4,4,20,A,0,37,76,M,H,"$53,800",37,"$40,567"
0,00019241,,3,14,0,6,$10.00,$9.33,$5.00,,19,122,12,32,67,5,5,28,S,1,34,,F,U,"$76,000",30,$0
1,00019260,$17.50,2,4,1,2,$16.00,$13.00,$8.00,$16.00,16,74,12,26,34,5,10,13,A,0,40,53,F,U,"$61,000",39,"$42,620"
1,00187343,$50.00,2,3,2,3,$15.00,$12.50,$15.00,$12.50,15,24,6,11,10,2,5,5,E,1,36,,U,U,"$53,700",43,$0
0,00019284,,3,4,1,2,$25.00,$21.00,$19.50,$17.00,19,56,13,31,40,6,14,16,A,0,39,49,M,H,"$51,700",20,"$47,612"
0,00019324,,3,7,3,4,$6.00,$26.67,$19.71,$26.67,15,69,13,34,55,6,16,20,A,0,35,37,U,U,"$139,300",28,$0
1,00019323,$16.87,1,4,1,2,$42.00,$42.00,$31.75,$42.00,24,65,11,31,48,6,15,19,A,0,42,73,M,H,"$74,000",37,"$66,080"
0,00190112,,5,5,4,4,$10.00,$8.00,$8.00,$7.50,16,32,4,11,12,2,6,6,E,1,42,,U,U,"$88,300",30,$0
0,00019363,,7,10,3,4,$10.00,$16.43,$15.60,$16.33,18,41,13,33,39,6,16,15,S,1,27,,F,U,"$66,700",18,"$37,312"
0,00019491,,1,15,0,9,$15.00,$15.00,$8.00,,20,128,11,21,63,4,4,24,A,1,23,27,F,U,"$54,400",28,$0
0,00019418,,1,5,1,3,$25.00,$25.00,$16.40,$25.00,18,75,14,29,45,5,13,17,A,0,32,68,F,H,"$41,900",15,"$30,591"
0,00019402,,4,5,3,3,$10.00,$8.75,$7.80,$8.33,18,33,13,27,27,6,13,11,A,1,21,,M,U,"$48,300",42,$0
1,00019490,$10.00,3,14,1,8,$10.00,$10.00,$10.43,$10.00,18,129,13,34,65,6,16,30,S,1,27,55,F,H,"$73,900",47,"$67,850"
0,00019495,,1,1,1,1,$20.00,$20.00,$20.00,$20.00,17,17,12,17,15,4,6,5,F,0,24,58,F,H,"$97,200",37,"$85,664"
0,00019498,,2,2,1,1,$22.00,$21.00,$21.00,$20.00,17,28,11,24,22,5,11,10,A,0,24,59,M,H,"$127,500",38,"$85,664"
0,00010211,,0,12,0,5,$10.00,$0.00,$15.58,,4,99,33,33,92,7,7,27,A,1,25,53,F,H,"$71,900",28,"$85,664"
1,00019510,$12.50,2,4,1,2,$15.00,$13.00,$11.00,$15.00,16,105,10,20,35,4,7,13,A,0,24,77,M,H,"$244,100",45,"$85,664"
0,00039972,,1,2,0,1,$17.00,$17.00,$16.00,,26,41,9,29,31,4,4,13,A,0,17,35,F,U,"$85,600",24,"$43,620"
0,00019573,,6,10,6,7,$10.00,$9.50,$9.00,$9.50,17,45,14,34,40,6,17,17,A,1,40,41,F,H,"$58,000",36,"$53,204"
1,00019581,$25.00,2,34,1,17,$25.00,$25.00,$6.65,$25.00,20,124,13,33,76,6,16,33,A,1,18,60,F,H,"$82,100",37,"$53,204"
0,00019608,,4,17,3,11,$10.00,$9.50,$7.00,$9.33,18,127,15,37,77,6,17,35,A,1,12,74,F,H,"$88,900",35,"$51,792"
1,00019621,$21.00,3,4,2,2,$19.00,$14.33,$12.00,$12.00,15,44,12,28,35,3,10,12,E,0,32,70,F,H,"$51,700",27,"$46,573"
1,00019641,$30.00,2,2,0,0,$25.00,$17.50,$17.50,,19,27,13,27,24,6,6,11,A,0,18,53,F,H,"$56,200",23,"$41,391"
1,00019664,$10.00,2,2,2,2,$21.00,$18.00,$18.00,$18.00,17,24,13,23,21,6,11,9,N,0,14,74,M,H,"$228,200",32,"$85,823"
0,00019662,,1,1,1,1,$20.00,$20.00,$20.00,$20.00,20,20,11,18,16,4,7,6,F,0,14,56,F,H,"$138,300",31,"$85,823"
0,00019686,,4,11,2,6,$11.00,$11.00,$8.45,$11.50,19,105,13,34,56,6,17,26,S,1,22,61,F,H,"$140,400",25,"$85,823"
0,00019680,,4,6,0,1,$7.00,$6.00,$5.33,,18,68,12,23,34,6,6,13,A,0,12,71,F,H,"$100,100",22,"$85,823"
1,00018948,$17.00,2,15,2,7,$15.00,$15.50,$13.40,$15.50,24,81,12,32,55,6,17,23,A,1,11,41,U,U,"$113,600",21,"$57,708"
0,00019739,,3,8,0,3,$25.00,$24.00,$16.63,,18,77,14,35,59,6,6,22,S,1,35,,F,U,"$145,000",22,"$62,283"
0,00185254,,1,10,0,4,$20.00,$15.00,$12.20,,4,85,23,43,71,5,5,23,A,0,35,,M,U,"$124,900",23,$0
0,00019751,,4,5,2,2,$6.00,$8.50,$8.00,$9.00,15,32,15,27,27,6,11,9,A,0,35,,F,H,"$124,900",23,"$71,376"
1,00019779,$15.00,3,8,1,4,$30.00,$23.33,$17.63,$30.00,17,80,13,34,60,6,16,23,A,0,14,54,M,H,"$128,500",28,"$90,527"
1,00019499,$20.00,1,2,1,1,$25.00,$25.00,$22.50,$25.00,16,31,16,30,27,6,12,10,A,0,22,,F,U,"$85,400",20,$0
0,00016785,,1,1,1,1,$25.00,$25.00,$25.00,$25.00,20,20,13,20,18,5,8,7,F,0,12,,U,U,"$123,300",30,"$101,173"
0,00019843,,2,12,2,10,$15.00,$17.50,$10.92,$17.50,23,105,12,32,66,6,16,27,A,1,32,,M,H,"$61,400",32,"$34,773"
1,00019864,$5.00,6,7,3,3,$7.00,$5.67,$5.29,$5.00,18,40,13,33,33,6,15,14,A,0,27,57,M,H,"$63,200",44,"$44,357"
0,00019856,,2,2,1,1,$50.00,$30.00,$30.00,$10.00,18,29,13,27,25,6,13,11,A,0,24,57,U,H,"$90,200",58,"$44,357"
0,00019891,,3,6,1,3,$20.00,$18.67,$13.50,$21.00,18,67,15,34,44,6,14,18,A,0,24,,M,U,"$75,300",40,"$44,395"
0,00019947,,3,6,1,2,$5.00,$11.33,$11.00,$14.00,19,52,12,33,42,5,15,17,A,0,27,,F,U,"$69,200",40,"$56,512"
0,00019976,,1,18,1,13,$11.00,$11.00,$5.83,$11.00,16,122,13,31,75,4,12,28,A,1,40,55,F,H,"$98,300",29,"$40,669"
1,00020031,$50.00,1,1,1,1,$50.00,$50.00,$50.00,$50.00,17,17,11,16,14,5,7,6,F,1,40,31,F,U,"$75,400",27,"$40,669"
0,00019992,,1,6,0,5,$15.00,$15.00,$8.83,,18,80,13,32,47,6,6,20,A,0,24,,M,H,"$97,300",30,"$46,591"
1,00020015,$20.00,1,8,0,2,$21.00,$21.00,$13.38,,23,63,12,31,53,6,6,20,A,0,27,44,U,U,"$97,300",31,$0
0,00020008,,1,3,0,1,$20.00,$20.00,$13.33,,21,41,13,32,34,6,6,13,A,0,27,60,F,H,"$55,700",40,"$46,591"
0,00019961,,3,4,0,1,$15.00,$13.33,$11.25,,15,41,14,31,35,5,5,11,A,0,27,,M,U,"$72,200",33,"$43,280"
1,00020065,$40.00,2,7,0,3,$24.00,$32.00,$20.86,,25,77,13,32,56,6,6,21,S,1,40,44,U,U,"$72,200",28,$0
0,00020029,,1,1,0,0,$15.00,$15.00,$15.00,,16,16,10,15,12,4,4,5,F,0,40,47,M,H,"$72,200",28,"$43,280"
1,00020106,$12.00,4,4,3,3,$14.00,$12.00,$12.00,$12.00,17,35,12,26,26,6,14,12,A,0,46,71,M,H,"$94,900",34,"$45,690"
0,00020110,,4,12,1,3,$10.00,$8.50,$6.83,$8.00,19,62,14,36,54,6,17,21,A,0,47,50,F,H,"$53,100",29,"$45,690"
0,00020130,,5,21,2,11,$10.00,$4.40,$2.43,$3.00,20,130,14,33,59,6,15,26,S,1,47,83,F,U,"$49,500",27,"$37,819"
0,00021401,,2,16,0,7,$50.00,$32.50,$23.13,,18,111,13,35,75,6,6,31,S,1,36,53,M,H,$0,28,$0
1,00020167,$25.00,3,3,3,3,$25.00,$18.33,$18.33,$18.33,17,35,13,30,29,6,15,13,A,0,47,,M,U,"$45,100",22,$0
1,00020178,$25.00,3,3,2,2,$25.00,$25.67,$25.67,$25.00,16,23,14,22,20,6,10,8,N,0,50,41,M,U,"$40,300",21,"$31,294"
0,00020188,,3,31,3,12,$5.00,$5.00,$3.90,$5.00,23,81,11,28,63,5,14,23,S,1,47,,M,U,"$41,900",25,"$34,881"
1,00020194,$10.00,5,5,4,4,$7.00,$6.20,$6.20,$6.00,15,28,13,25,24,5,10,9,A,1,41,61,F,H,"$39,900",32,"$34,923"
1,00020237,$13.00,1,15,0,12,$13.00,$13.00,$6.27,,26,129,9,28,69,4,4,28,A,1,40,45,F,H,"$67,400",29,"$39,564"
1,00019986,$10.00,5,8,3,5,$10.00,$10.00,$9.00,$10.00,16,45,14,34,38,6,15,15,A,0,39,27,M,H,"$39,700",2,"$29,717"
1,00020302,$1.00,8,34,6,17,$3.00,$4.88,$3.82,$5.00,15,93,13,31,68,6,17,27,S,1,50,,U,H,"$40,100",22,"$36,932"
1,00020341,$3.00,5,13,2,8,$7.00,$7.40,$7.23,$7.00,15,99,11,26,54,5,11,23,S,1,23,49,M,H,"$142,700",58,"$66,263"
0,00024330,,4,4,2,2,$7.00,$8.00,$8.00,$8.50,15,32,12,24,24,5,9,8,A,0,39,,F,U,"$134,600",36,$0
1,00020338,$12.50,2,11,0,5,$11.00,$8.00,$8.64,,16,113,13,31,68,5,5,27,A,1,23,74,M,H,"$199,100",64,"$66,263"
0,00020334,,3,5,2,4,$14.00,$13.00,$9.80,$12.00,16,73,14,27,42,6,11,15,A,0,28,,U,U,"$107,000",43,"$66,263"
1,00190410,$9.00,4,41,2,24,$9.00,$10.00,$8.68,$9.50,23,112,4,12,44,2,6,20,E,1,28,,F,U,"$107,000",43,$0
1,00187318,$18.00,2,2,2,2,$15.00,$12.50,$12.50,$12.50,20,24,6,11,11,2,5,5,E,0,37,,F,U,"$55,000",31,$0
1,00147529,$20.00,2,8,1,4,$25.00,$27.50,$25.00,$30.00,25,104,13,32,55,6,16,24,A,1,11,59,F,H,"$27,900",21,"$30,432"
0,00014752,,2,20,1,8,$12.00,$11.00,$13.20,$10.00,26,108,10,30,85,4,13,32,A,1,36,33,F,U,"$45,500",41,"$35,776"
1,00020401,$30.00,2,6,2,4,$20.00,$22.50,$16.17,$22.50,26,57,11,33,46,5,16,19,A,1,50,65,F,H,"$47,600",22,"$41,771"
1,00020424,$15.00,3,9,1,6,$14.00,$14.00,$9.78,$17.00,19,113,16,35,63,6,14,26,A,0,28,76,M,U,"$90,300",36,"$51,649"
0,00020407,,0,1,0,0,$25.00,$0.00,$25.00,,23,23,10,10,15,4,4,6,N,0,28,70,F,U,"$90,300",36,"$51,649"
1,00145899,$20.00,3,3,1,1,$20.00,$14.00,$14.00,$20.00,21,32,13,27,26,6,13,11,A,0,17,,F,U,"$149,100",37,$0
1,00020438,$10.00,6,7,2,2,$10.00,$7.33,$7.14,$7.50,15,33,14,32,32,6,15,13,A,0,39,71,M,H,"$50,900",34,"$31,004"
1,00020445,$20.00,2,5,0,2,$25.00,$22.50,$17.60,,16,68,12,29,48,5,5,18,A,1,32,59,M,H,"$57,200",32,"$31,004"
0,00023978,,9,29,8,15,$4.00,$3.78,$4.93,$3.75,18,79,12,30,56,6,17,24,S,1,50,,F,U,"$54,300",15,$0
0,00020083,,4,6,4,4,$11.00,$6.50,$6.17,$6.50,21,29,14,27,28,6,13,11,A,1,51,,M,U,"$36,100",24,$0
1,00020488,$14.00,3,18,2,10,$10.00,$9.33,$6.22,$9.00,16,67,13,31,54,5,14,21,S,1,36,55,M,U,"$42,500",34,"$26,953"
0,00006777,,2,60,1,18,$16.00,$18.50,$10.47,$18.00,17,111,30,47,105,6,15,27,A,1,28,,F,U,"$81,300",32,"$46,083"
1,00020522,$15.00,1,1,1,1,$15.00,$15.00,$15.00,$15.00,17,17,10,15,13,4,6,5,F,0,35,47,M,U,"$120,300",46,"$52,238"
1,00020583,$14.00,4,15,3,8,$13.00,$12.00,$8.13,$11.67,18,111,14,28,63,6,13,24,S,1,24,69,F,H,"$81,000",41,"$65,734"
1,00020533,$25.00,3,4,3,3,$19.00,$18.00,$15.75,$18.00,21,37,12,30,31,6,15,13,A,0,35,49,M,U,"$73,800",39,"$65,734"
0,00020573,,1,3,0,1,$25.00,$25.00,$20.00,,23,53,7,25,36,4,4,14,A,0,24,61,F,H,"$231,300",40,"$65,734"
0,00185114,,2,39,1,11,$100.00,$162.50,$96.79,$125.00,6,111,35,57,139,6,17,32,A,1,24,79,F,U,"$93,800",33,"$65,734"
0,00020595,,2,4,0,1,$15.00,$16.50,$14.75,,18,56,12,31,43,6,6,19,A,0,39,,F,U,"$50,700",37,"$50,173"
0,00003873,,4,26,4,13,$35.00,$33.75,$21.35,$33.75,22,111,16,37,89,6,17,34,S,1,25,74,F,H,"$58,100",31,"$50,173"
0,00020612,,3,8,2,4,$20.00,$10.67,$7.75,$6.00,25,52,11,31,40,6,15,16,A,1,50,34,F,U,"$46,700",20,"$36,477"
1,00020625,$25.00,3,6,0,0,$15.00,$15.00,$12.00,,20,56,7,28,37,4,4,15,A,0,38,67,F,H,"$68,000",38,"$45,294"
1,00020631,$20.00,5,11,3,6,$15.00,$9.60,$7.36,$7.67,15,56,12,31,44,5,14,18,A,1,40,42,F,H,"$61,500",31,"$44,082"
0,00020641,,1,1,0,0,$20.00,$20.00,$20.00,,16,16,12,17,14,5,5,6,F,0,50,27,F,U,"$50,000",22,"$26,472"
1,00020645,$10.00,1,12,0,6,$10.00,$10.00,$11.33,,25,82,10,29,58,5,5,23,A,1,50,,F,U,"$40,500",22,$0
0,00185957,,4,19,3,8,$25.00,$12.00,$11.74,$12.33,10,91,20,42,75,7,18,26,A,1,24,64,M,H,"$142,700",58,"$50,907"
0,00020697,,2,3,1,2,$20.00,$15.50,$12.00,$20.00,19,45,14,30,34,6,12,12,A,0,45,53,M,H,"$69,500",34,"$39,344"
1,00020691,$10.00,2,3,2,2,$10.00,$7.50,$7.00,$7.50,17,21,13,21,21,6,10,8,N,0,51,39,F,H,"$54,800",30,"$39,344"
0,00020714,,2,3,2,3,$15.00,$12.50,$10.00,$12.50,18,41,11,29,31,4,11,11,A,0,53,,M,H,"$60,000",33,"$38,862"
1,00020721,$10.00,5,12,4,8,$11.00,$10.00,$8.50,$10.00,17,67,13,32,50,6,17,22,S,1,46,39,F,H,"$50,400",40,"$29,144"
0,00020722,,1,6,1,5,$62.00,$62.00,$40.67,$62.00,17,128,16,31,65,6,13,28,A,0,50,72,M,U,"$40,400",24,"$29,144"
1,00005852,$10.00,4,20,3,9,$10.00,$10.00,$9.60,$10.00,10,102,37,56,109,6,16,30,A,1,50,80,M,U,"$40,400",34,"$34,398"
1,00020752,$13.00,4,15,1,9,$13.00,$12.00,$8.53,$13.00,18,107,13,35,69,6,17,28,S,1,28,77,M,U,"$97,400",56,$0
0,00020780,,3,17,1,7,$20.00,$19.00,$16.24,$20.00,25,111,13,35,73,6,17,30,S,1,46,,F,H,"$68,000",24,"$35,515"
1,00020773,$5.00,8,22,7,13,$5.00,$5.00,$4.91,$5.00,22,64,12,31,53,6,17,22,S,1,47,,M,H,"$47,500",25,"$35,515"
1,00020769,$5.00,5,6,3,3,$5.00,$4.80,$5.00,$4.33,18,33,13,30,29,6,14,12,A,0,36,51,M,H,"$50,400",25,"$35,515"
0,00020779,,3,7,1,3,$15.00,$11.00,$14.29,$3.00,16,71,15,32,57,5,12,20,A,1,46,,U,U,"$68,000",24,$0
0,00020801,,3,3,2,2,$10.00,$10.67,$10.67,$10.00,17,23,13,23,21,6,11,9,N,0,36,64,F,U,"$43,600",30,"$30,786"
1,00020802,$25.00,1,1,1,1,$15.00,$15.00,$15.00,$15.00,24,24,7,17,15,3,7,6,N,0,36,72,U,U,"$43,600",30,"$30,786"
1,00020821,$10.00,5,14,3,7,$10.00,$10.40,$12.21,$10.67,20,89,13,33,67,6,17,26,A,1,36,45,M,U,"$63,100",30,"$47,156"
1,00020853,$10.00,5,16,5,12,$11.00,$9.40,$6.88,$9.40,15,130,11,30,71,4,14,30,A,1,23,,F,U,"$152,100",62,$0
