Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
hv,60458081,1,"Thursday, January 24, 2013 23:43:41 UTC",19.4367,-155.4350,2.0,6.90, 8,"Island of Hawaii, Hawaii"
nc,71928211,0,"Thursday, January 24, 2013 23:38:57 UTC",38.5492,-119.6130,1.7,10.70, 8,"Northern California"
nn,00400817,9,"Thursday, January 24, 2013 23:37:36 UTC",38.5630,-119.6278,1.5,4.80,13,"Northern California"
nc,71928206,0,"Thursday, January 24, 2013 23:33:34 UTC",38.5497,-119.6393,1.9,0.80, 8,"Northern California"
ak,10644443,2,"Thursday, January 24, 2013 23:28:22 UTC",62.1943,-148.7302,1.5,42.30,23,"Central Alaska"
nc,71928201,A,"Thursday, January 24, 2013 23:25:51 UTC",38.5598,-119.6155,4.0,6.70,31,"Northern California"
nc,71928191,0,"Thursday, January 24, 2013 23:14:45 UTC",38.8263,-122.8562,1.1,1.70,13,"Northern California"
ak,10646728,2,"Thursday, January 24, 2013 23:09:42 UTC",63.1510,-149.5074,1.1,73.50,13,"Central Alaska"
ci,15277273,2,"Thursday, January 24, 2013 23:09:10 UTC",33.0758,-115.0003,2.0,0.00, 6,"Southern California"
nc,71928176,2,"Thursday, January 24, 2013 23:02:55 UTC",37.2583,-121.6180,1.0,4.20, 9,"Northern California"
ak,10644415,2,"Thursday, January 24, 2013 22:57:47 UTC",61.2431,-150.8328,1.8,55.30,24,"Southern Alaska"
ak,10644414,2,"Thursday, January 24, 2013 22:54:44 UTC",51.6863,-178.4277,2.0,17.60,13,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15277257,2,"Thursday, January 24, 2013 22:37:12 UTC",33.1787,-116.0173,2.0,7.60,89,"Southern California"
nn,00400807,9,"Thursday, January 24, 2013 22:30:52 UTC",38.1510,-118.0228,2.5,6.10,16,"Nevada"
nc,71928166,0,"Thursday, January 24, 2013 22:28:55 UTC",38.8237,-122.7510,1.0,1.60,14,"Northern California"
nc,71928161,2,"Thursday, January 24, 2013 22:23:35 UTC",36.5673,-121.1177,1.2,3.80,10,"Central California"
nn,00400804,9,"Thursday, January 24, 2013 22:22:41 UTC",38.1566,-118.0268,1.5,8.20,13,"Nevada"
ak,10646724,2,"Thursday, January 24, 2013 22:21:55 UTC",56.9073,-157.7617,2.3,107.50,10,"Alaska Peninsula"
ak,10646723,2,"Thursday, January 24, 2013 21:53:31 UTC",59.8094,-152.6787,1.5,77.60,11,"Southern Alaska"
nc,71928156,0,"Thursday, January 24, 2013 21:31:16 UTC",38.8283,-122.8507,1.1,2.20,16,"Northern California"
ak,10644186,3,"Thursday, January 24, 2013 21:28:07 UTC",61.2522,-149.6330,3.2,37.10,83,"Southern Alaska"
ak,10644180,3,"Thursday, January 24, 2013 21:16:43 UTC",53.0663,-166.7094,2.6,15.40,14,"Fox Islands, Aleutian Islands, Alaska"
nn,00400795,9,"Thursday, January 24, 2013 21:15:34 UTC",38.1543,-118.0146,1.3,6.30,10,"Nevada"
ci,15277233,2,"Thursday, January 24, 2013 21:15:23 UTC",32.5852,-115.7117,1.5,7.20,16,"Baja California, Mexico"
ci,15277225,2,"Thursday, January 24, 2013 21:00:15 UTC",34.8400,-118.9780,2.5,16.10,68,"Central California"
ak,10644173,2,"Thursday, January 24, 2013 20:59:01 UTC",51.4470,-178.1958,2.0,12.80,18,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10646718,2,"Thursday, January 24, 2013 20:50:15 UTC",60.0320,-152.6434,2.1,102.50,25,"Southern Alaska"
uw,60497272,2,"Thursday, January 24, 2013 20:48:05 UTC",45.0193,-122.5935,1.6,18.70,18,"Oregon"
nn,00400787,9,"Thursday, January 24, 2013 20:43:35 UTC",38.5503,-119.6253,1.4,10.00,16,"Northern California"
nc,71928146,3,"Thursday, January 24, 2013 20:40:05 UTC",36.8223,-121.5480,2.8,5.60,64,"Central California"
ci,15277217,2,"Thursday, January 24, 2013 20:39:40 UTC",33.8473,-117.4933,1.2,0.00,25,"Greater Los Angeles area, California"
ak,10646717,2,"Thursday, January 24, 2013 20:27:42 UTC",52.0121,179.1574,2.5,96.50,10,"Rat Islands, Aleutian Islands, Alaska"
nc,71928136,1,"Thursday, January 24, 2013 20:24:10 UTC",38.7887,-122.7628,1.6,1.50,24,"Northern California"
